iter	Passed	Remaining
633	3566	4872
634	3571	4865
635	3578	4861
636	3583	4855
637	3587	4847
638	3592	4840
639	3597	4833
640	3601	4826
641	3606	4819
642	3611	4812
643	3616	4806
644	3620	4799
645	3625	4793
646	3630	4786
647	3634	4779
648	3639	4771
649	3644	4765
650	3648	4758
651	3653	4751
652	3658	4745
653	3662	4737
654	3666	4729
655	3671	4723
656	3676	4717
657	3680	4709
658	3685	4702
659	3689	4696
660	3694	4689
661	3699	4683
662	3704	4676
663	3709	4669
664	3713	4662
665	3717	4655
666	3722	4648
667	3726	4641
668	3733	4637
669	3738	4631
670	3743	4624
671	3748	4618
672	3754	4613
673	3758	4606
674	3764	4601
675	3769	4594
676	3774	4588
677	3779	4581
678	3783	4575
679	3788	4568
680	3793	4562
681	3798	4555
682	3803	4549
683	3808	4543
684	3813	4536
685	3817	4530
686	3822	4524
687	3831	4522
688	3837	4517
689	3843	4511
690	3849	4506
691	3854	4500
692	3858	4493
693	3863	4486
694	3867	4479
695	3872	4473
696	3877	4467
697	3881	4459
698	3886	4453
699	3891	4447
700	3896	4441
701	3901	4434
702	3906	4428
703	3911	4422
704	3916	4416
705	3919	4408
706	3924	4402
707	3929	4395
708	3934	4389
709	3939	4383
710	3944	4377
711	3949	4371
712	3954	4365
713	3960	4360
714	3965	4354
715	3971	4348
716	3978	4344
717	3983	4338
718	3989	4333
719	3995	4328
720	4000	4322
721	4009	4320
722	4014	4314
723	4019	4308
724	4026	4304
725	4031	4298
726	4038	4293
727	4044	4288
728	4048	4282
729	4054	4276
730	4060	4271
731	4065	4265
732	4072	4261
733	4077	4255
734	4082	4249
735	4089	4245
736	4094	4239
737	4100	4233
738	4108	4230
739	4113	4224
740	4118	4218
741	4124	4213
742	4129	4207
743	4136	4202
744	4141	4197
745	4146	4191
746	4152	4186
747	4157	4179
748	4163	4174
749	4170	4170
750	4175	4164
751	4180	4157
752	4186	4153
753	4192	4147
754	4197	4141
755	4203	4136
756	4208	4130
757	4213	4124
758	4219	4119
759	4225	4113
760	4230	4108
761	4236	4103
762	4243	4098
763	4248	4092
764	4252	4086
765	4257	4079
766	4262	4073
767	4267	4067
768	4272	4061
769	4277	4054
770	4282	4048
771	4287	4042
772	4292	4036
773	4296	4030
774	4301	4024
775	4306	4017
776	4310	4011
777	4315	4004
778	4319	3998
779	4324	3991
780	4329	3985
781	4334	3979
782	4340	3974
783	4344	3967
784	4349	3961
785	4354	3955
786	4359	3949
787	4364	3943
788	4368	3936
789	4373	3930
790	4376	3923
791	4381	3916
792	4386	3910
793	4391	3904
794	4396	3898
795	4400	3892
796	4405	3885
797	4409	3879
798	4414	3873
799	4420	3867
800	4425	3861
801	4430	3856
802	4436	3850
803	4440	3844
804	4445	3838
805	4450	3832
806	4455	3825
807	4460	3819
808	4464	3813
809	4469	3807
810	4474	3801
811	4479	3795
812	4484	3789
813	4489	3783
814	4494	3777
815	4499	3771
816	4505	3766
817	4510	3760
818	4515	3754
819	4521	3749
820	4526	3743
821	4531	3737
822	4536	3731
823	4541	3725
824	4545	3719
825	4551	3713
826	4555	3707
827	4561	3701
828	4566	3696
829	4570	3689
830	4576	3684
831	4581	3678
832	4586	3672
833	4592	3667
834	4597	3661
835	4602	3655
836	4608	3650
837	4613	3644
838	4618	3638
839	4625	3634
840	4630	3628
841	4635	3622
842	4640	3616
843	4645	3610
844	4650	3604
845	4656	3599
846	4661	3593
847	4666	3588
848	4672	3582
849	4678	3577
850	4683	3571
851	4688	3566
852	4694	3560
853	4700	3555
854	4706	3550
855	4711	3544
856	4716	3539
857	4722	3533
858	4729	3529
859	4734	3523
860	4739	3517
861	4745	3512
862	4751	3507
863	4757	3501
864	4762	3495
865	4767	3490
866	4772	3484
867	4778	3479
868	4783	3473
869	4788	3467
870	4794	3462
871	4798	3455
872	4803	3449
873	4808	3444
874	4812	3437
875	4817	3431
876	4822	3425
877	4827	3419
878	4832	3413
879	4837	3408
880	4842	3402
881	4847	3396
882	4852	3390
883	4857	3384
884	4862	3378
885	4867	3373
886	4873	3367
887	4877	3361
888	4882	3355
889	4887	3350
890	4892	3343
891	4897	3338
892	4901	3331
893	4908	3326
894	4913	3321
895	4919	3316
896	4925	3311
897	4930	3305
898	4935	3299
899	4940	3293
900	4945	3287
901	4951	3282
902	4956	3276
903	4961	3271
904	4966	3265
905	4973	3260
906	4978	3254
907	4983	3249
908	4990	3244
909	4997	3240
910	5002	3234
911	5008	3229
912	5013	3223
913	5018	3217
914	5023	3211
915	5028	3206
916	5033	3200
917	5038	3194
918	5043	3188
919	5047	3182
920	5060	3181
921	5071	3179
922	5082	3177
923	5089	3172
924	5094	3167
925	5100	3161
926	5105	3156
927	5110	3150
928	5116	3144
929	5121	3139
930	5126	3133
931	5131	3127
932	5136	3121
933	5141	3115
934	5146	3109
935	5151	3104
936	5157	3098
937	5162	3093
938	5167	3087
939	5172	3081
940	5176	3075
941	5181	3069
942	5186	3063
943	5191	3057
944	5197	3052
945	5203	3047
946	5207	3041
947	5213	3035
948	5219	3030
949	5223	3024
950	5229	3018
951	5234	3013
952	5239	3007
953	5244	3001
954	5249	2995
955	5254	2989
956	5258	2983
957	5263	2977
958	5268	2971
959	5272	2965
960	5276	2959
961	5284	2955
962	5291	2950
963	5297	2945
964	5303	2940
965	5307	2934
966	5313	2928
967	5317	2922
968	5322	2916
969	5327	2910
970	5331	2904
971	5336	2898
972	5341	2892
973	5346	2887
974	5351	2881
975	5355	2875
976	5360	2869
977	5365	2863
978	5369	2857
979	5374	2851
980	5378	2845
981	5382	2839
982	5387	2833
983	5392	2827
984	5397	2822
985	5402	2816
986	5409	2811
987	5416	2806
988	5422	2801
989	5427	2795
990	5432	2790
991	5438	2784
992	5444	2779
993	5448	2773
994	5455	2768
995	5460	2763
996	5465	2757
997	5472	2752
998	5478	2747
999	5483	2741
1000	5489	2736
1001	5495	2731
1002	5501	2725
1003	5507	2720
1004	5511	2714
1005	5518	2709
1006	5524	2704
1007	5529	2698
1008	5536	2694
1009	5541	2688
1010	5546	2682
1011	5553	2678
1012	5558	2672
1013	5563	2666
1014	5571	2662
1015	5575	2656
1016	5580	2650
1017	5587	2645
1018	5592	2639
1019	5596	2633
1020	5605	2629
1021	5610	2624
1022	5616	2618
1023	5622	2613
1024	5627	2607
1025	5633	2602
1026	5638	2597
1027	5643	2591
1028	5649	2586
1029	5655	2580
1030	5660	2575
1031	5668	2570
1032	5673	2564
1033	5678	2559
1034	5688	2555
1035	5693	2550
1036	5702	2546
1037	5709	2541
1038	5718	2537
1039	5723	2531
1040	5728	2525
1041	5736	2521
1042	5740	2515
1043	5747	2510
1044	5752	2504
1045	5757	2499
1046	5764	2494
1047	5769	2488
1048	5774	2482
1049	5782	2478
1050	5787	2472
1051	5792	2466
1052	5798	2461
1053	5803	2455
1054	5808	2449
1055	5815	2445
1056	5820	2439
1057	5826	2433
1058	5833	2429
1059	5838	2423
1060	5844	2418
1061	5850	2412
1062	5855	2407
1063	5861	2401
1064	5866	2396
1065	5871	2390
1066	5878	2385
1067	5884	2380
1068	5888	2374
1069	5895	2369
1070	5901	2363
1071	5905	2357
1072	5912	2353
1073	5917	2347
1074	5921	2341
1075	5928	2336
1076	5933	2330
1077	5938	2324
1078	5946	2320
1079	5951	2314
1080	5956	2308
1081	5962	2303
1082	5966	2297
1083	5971	2291
1084	5979	2287
1085	5984	2281
1086	5989	2275
1087	5995	2270
1088	6000	2264
1089	6005	2258
1090	6012	2253
1091	6017	2248
1092	6022	2242
1093	6027	2236
1094	6031	2230
1095	6035	2224
1096	6041	2219
1097	6046	2213
1098	6051	2207
1099	6057	2202
1100	6062	2197
1101	6067	2191
1102	6071	2185
1103	6076	2179
1104	6081	2173
1105	6085	2167
1106	6090	2162
1107	6095	2156
1108	6099	2150
1109	6104	2144
1110	6109	2139
1111	6113	2133
1112	6118	2127
1113	6124	2122
1114	6129	2116
1115	6134	2110
1116	6139	2105
1117	6144	2099
1118	6148	2093
1119	6153	2087
1120	6158	2082
1121	6163	2076
1122	6169	2071
1123	6175	2065
1124	6179	2059
1125	6184	2054
1126	6189	2048
1127	6194	2042
1128	6198	2036
1129	6203	2031
1130	6208	2025
1131	6212	2019
1132	6217	2013
1133	6222	2008
1134	6227	2002
1135	6232	1997
1136	6237	1991
1137	6241	1985
1138	6246	1979
1139	6250	1973
1140	6255	1968
1141	6261	1962
1142	6266	1957
1143	6271	1951
1144	6277	1946
1145	6282	1940
1146	6287	1934
1147	6291	1929
1148	6296	1923
1149	6301	1917
1150	6305	1912
1151	6311	1906
1152	6316	1900
1153	6321	1895
1154	6326	1889
1155	6331	1884
1156	6336	1878
1157	6341	1872
1158	6347	1867
1159	6352	1861
1160	6356	1856
1161	6363	1850
1162	6368	1845
1163	6372	1839
1164	6378	1834
1165	6385	1829
1166	6390	1823
1167	6396	1818
1168	6402	1812
1169	6406	1806
1170	6411	1801
1171	6418	1796
1172	6423	1790
1173	6429	1785
1174	6434	1779
1175	6439	1774
1176	6444	1768
1177	6450	1763
1178	6454	1757
1179	6459	1751
1180	6463	1745
1181	6468	1740
1182	6473	1734
1183	6477	1728
1184	6483	1723
1185	6487	1717
1186	6491	1711
1187	6497	1706
1188	6502	1700
1189	6507	1695
1190	6512	1689
1191	6517	1683
1192	6521	1678
1193	6526	1672
1194	6531	1667
1195	6536	1661
1196	6541	1655
1197	6547	1650
1198	6552	1644
1199	6557	1639
1200	6562	1633
1201	6567	1628
1202	6572	1622
1203	6577	1617
1204	6582	1611
1205	6587	1605
1206	6591	1600
1207	6596	1594
1208	6601	1588
1209	6607	1583
1210	6612	1578
1211	6617	1572
1212	6622	1566
1213	6629	1561
1214	6635	1556
1215	6639	1550
1216	6644	1545
1217	6649	1539
1218	6654	1533
1219	6662	1529
1220	6667	1523
1221	6672	1517
1222	6679	1512
1223	6684	1507
1224	6691	1502
1225	6695	1496
1226	6700	1490
1227	6706	1485
1228	6710	1479
1229	6716	1474
1230	6721	1468
1231	6725	1463
1232	6731	1457
1233	6735	1451
1234	6742	1446
1235	6747	1441
1236	6752	1435
1237	6760	1430
1238	6765	1425
1239	6771	1419
1240	6776	1414
1241	6781	1408
1242	6786	1403
1243	6791	1397
1244	6795	1391
1245	6800	1386
1246	6805	1380
1247	6810	1375
1248	6814	1369
1249	6819	1363
1250	6824	1358
1251	6828	1352
1252	6832	1346
1253	6837	1341
1254	6842	1335
1255	6849	1330
1256	6856	1325
1257	6861	1319
1258	6866	1314
1259	6872	1309
1260	6877	1303
1261	6882	1297
1262	6886	1292
1263	6891	1286
1264	6895	1281
1265	6900	1275
1266	6905	1269
1267	6909	1264
1268	6914	1258
1269	6919	1253
1270	6924	1247
1271	6929	1242
1272	6935	1236
1273	6940	1231
1274	6944	1225
1275	6949	1219
1276	6954	1214
1277	6959	1208
1278	6964	1203
1279	6968	1197
1280	6973	1192
1281	6978	1186
1282	6982	1180
1283	6987	1175
1284	6992	1170
1285	6997	1164
1286	7002	1158
1287	7007	1153
1288	7012	1147
1289	7017	1142
1290	7023	1136
1291	7028	1131
1292	7032	1125
1293	7037	1120
1294	7042	1114
1295	7047	1109
1296	7052	1103
1297	7057	1098
1298	7062	1092
1299	7068	1087
1300	7073	1081
1301	7077	1076
1302	7082	1070
1303	7086	1065
1304	7091	1059
1305	7096	1054
1306	7101	1048
1307	7105	1043
1308	7110	1037
1309	7114	1031
1310	7119	1026
1311	7123	1020
1312	7129	1015
1313	7134	1009
1314	7141	1004
1315	7148	999
1316	7154	994
1317	7159	988
1318	7165	983
1319	7170	977
1320	7175	972
1321	7180	966
1322	7185	961
1323	7189	955
1324	7194	950
1325	7199	944
1326	7204	939
1327	7209	933
1328	7215	928
1329	7220	922
1330	7225	917
1331	7228	911
1332	7233	906
1333	7238	900
1334	7243	895
1335	7249	889
1336	7254	884
1337	7258	878
1338	7263	873
1339	7268	867
1340	7273	862
1341	7278	856
1342	7283	851
1343	7288	845
1344	7292	840
1345	7297	834
1346	7302	829
1347	7306	823
1348	7311	818
1349	7316	812
1350	7321	807
1351	7326	802
1352	7331	796
1353	7336	791
1354	7341	785
1355	7346	780
1356	7351	774
1357	7356	769
1358	7362	763
1359	7367	758
1360	7372	752
1361	7380	747
1362	7384	742
1363	7390	736
1364	7395	731
1365	7400	725
1366	7406	720
1367	7412	715
1368	7416	709
1369	7421	704
1370	7427	698
1371	7432	693
1372	7437	687
1373	7442	682
1374	7447	677
1375	7452	671
1376	7458	666
1377	7462	660
1378	7467	655
1379	7472	649
1380	7477	644
1381	7482	638
1382	7488	633
1383	7492	628
1384	7497	622
1385	7502	617
1386	7508	611
1387	7512	606
1388	7518	600
1389	7523	595
1390	7528	589
1391	7533	584
1392	7538	579
1393	7543	573
1394	7548	568
1395	7552	562
1396	7557	557
1397	7563	551
1398	7568	546
1399	7572	540
1400	7576	535
1401	7582	530
1402	7587	524
1403	7592	519
1404	7597	513
1405	7603	508
1406	7607	502
1407	7612	497
1408	7618	492
1409	7623	486
1410	7627	481
1411	7632	475
1412	7637	470
1413	7642	464
1414	7647	459
1415	7654	454
1416	7660	448
1417	7665	443
1418	7670	437
1419	7674	432
1420	7679	426
1421	7684	421
1422	7688	416
1423	7693	410
1424	7698	405
1425	7703	399
1426	7707	394
1427	7712	388
1428	7717	383
1429	7721	377
1430	7726	372
1431	7731	367
1432	7736	361
1433	7741	356
1434	7746	350
1435	7751	345
1436	7755	340
1437	7760	334
1438	7765	329
1439	7770	323
1440	7774	318
1441	7779	312
1442	7784	307
1443	7789	302
1444	7794	296
1445	7798	291
1446	7804	285
1447	7808	280
1448	7813	275
1449	7818	269
1450	7821	264
1451	7826	258
1452	7830	253
1453	7835	247
1454	7839	242
1455	7844	237
1456	7849	231
1457	7853	226
1458	7858	220
1459	7863	215
1460	7868	210
1461	7873	204
1462	7878	199
1463	7882	193
1464	7887	188
1465	7892	183
1466	7896	177
1467	7901	172
1468	7907	166
1469	7911	161
1470	7915	156
1471	7920	150
1472	7924	145
1473	7929	139
1474	7933	134
1475	7937	129
1476	7942	123
1477	7947	118
1478	7953	112
1479	7960	107
1480	7965	102
1481	7969	96
1482	7975	91
1483	7979	86
1484	7984	80
1485	7990	75
1486	7996	69
1487	8001	64
1488	8006	59
1489	8011	53
1490	8015	48
1491	8020	43
1492	8025	37
1493	8029	32
1494	8034	26
1495	8039	21
1496	8044	16
1497	8049	10
1498	8054	5
1499	8058	0
