iter	Passed	Remaining
197	18757	123346
198	18837	123155
199	19005	123538
200	19089	123367
201	19176	123226
202	19262	123069
203	19349	122924
204	19435	122775
205	19575	122961
206	19658	122794
207	19739	122613
208	19825	122465
209	19909	122303
210	20019	122298
211	20100	122117
212	20186	121973
213	20268	121800
214	20359	121684
215	20448	121556
216	20602	121808
217	20693	121695
218	20786	121584
219	20909	121655
220	21045	121795
221	21159	121809
222	21245	121663
223	21335	121537
224	21426	121418
225	21514	121282
226	21681	121588
227	21771	121463
228	21868	121376
229	21958	121251
230	22060	121189
231	22199	121334
232	22284	121176
233	22366	121006
234	22451	120853
235	22534	120694
236	22615	120520
237	22781	120800
238	22874	120691
239	22961	120547
240	23051	120422
241	23147	120326
242	23236	120199
243	23317	120028
244	23391	119821
245	23473	119656
246	23562	119531
247	23644	119366
248	23791	119529
249	23871	119356
250	23950	119180
251	24028	118997
252	24106	118817
253	24205	118740
254	24294	118613
255	24372	118435
256	24452	118268
257	24532	118097
258	24613	117935
259	24710	117850
260	25082	119071
261	25166	118916
262	25250	118764
263	25334	118611
264	25417	118457
265	25513	118359
266	25605	118243
267	25694	118119
268	25776	117959
269	25867	117838
270	25948	117675
271	26096	117819
272	26179	117663
273	26261	117507
274	26354	117396
275	26434	117231
276	26514	117065
277	26623	117029
278	26711	116897
279	26801	116779
280	26896	116680
281	26984	116550
282	27064	116386
283	27235	116615
284	27332	116522
285	27424	116412
286	27506	116256
287	27593	116121
288	27730	116197
289	27814	116052
290	27899	115912
291	27975	115733
292	28059	115588
293	28138	115424
294	28294	115575
295	28378	115433
296	28461	115282
297	28543	115132
298	28621	114962
299	28727	114911
300	28813	114776
301	28900	114645
302	28981	114490
303	29070	114371
304	29153	114225
305	29282	114258
306	29396	114232
307	29477	114081
308	29555	113916
309	29636	113767
310	29719	113623
311	29832	113591
312	29912	113438
313	30005	113331
314	30103	113244
315	30185	113100
316	30262	112935
317	30434	113125
318	30517	112983
319	30611	112879
320	30692	112730
321	30777	112596
322	30891	112566
323	30972	112418
324	31052	112265
325	31133	112117
326	31218	111984
327	31306	111862
328	31390	111729
329	31556	111882
330	31636	111731
331	31716	111582
332	31802	111452
333	31887	111319
334	31992	111258
335	32075	111117
336	32158	110981
337	32239	110834
338	32328	110717
339	32411	110581
340	32575	110719
341	32660	110587
342	32742	110447
343	32826	110312
344	32908	110172
345	32993	110041
346	33161	110187
347	33251	110073
348	33334	109938
349	33418	109804
350	33502	109671
351	33852	110404
352	33938	110274
353	34019	110130
354	34103	109996
355	34186	109857
356	34267	109712
357	34380	109672
358	34460	109523
359	34542	109385
360	34623	109241
361	34703	109096
362	34786	108960
363	34966	109125
364	35048	108986
365	35132	108852
366	35213	108710
367	35295	108571
368	35407	108526
369	35495	108405
370	35580	108275
371	35662	108138
372	35748	108011
373	35834	107885
374	36007	108022
375	36101	107919
376	36182	107778
377	36259	107628
378	36342	107493
379	36423	107353
380	36529	107288
381	36610	107149
382	36693	107013
383	36784	106906
384	36866	106768
385	36950	106638
386	37149	106841
387	37247	106749
388	37340	106646
389	37424	106517
390	37513	106400
391	37625	106349
392	37711	106226
393	37814	106148
394	37905	106038
395	37992	105918
396	38080	105799
397	38288	106016
398	38390	105935
399	38474	105804
400	38562	105686
401	38660	105595
402	38798	105613
403	38893	105513
404	38981	105395
405	39069	105274
406	39159	105162
407	39359	105344
408	39449	105229
409	39532	105099
410	39629	105003
411	39715	104878
412	39823	104814
413	39914	104703
414	39995	104567
415	40077	104432
416	40163	104308
417	40253	104196
418	40655	104890
419	40747	104779
420	40835	104659
421	40916	104521
422	40999	104388
423	41083	104257
424	41192	104191
425	41281	104074
426	41369	103956
427	41457	103838
428	41544	103716
429	41671	103694
430	41860	103825
431	41957	103729
432	42054	103630
433	42149	103529
434	42263	103472
435	42362	103380
436	42460	103285
437	42546	103161
438	42634	103042
439	42717	102909
440	42920	103068
441	43017	102969
442	43101	102840
443	43186	102712
444	43274	102594
445	43395	102553
446	43492	102455
447	43586	102349
448	43678	102241
449	43771	102133
450	43945	102214
451	44087	102221
452	44185	102124
453	44282	102025
454	44373	101913
455	44479	101835
456	44608	101808
457	44699	101695
458	44786	101574
459	44874	101455
460	44959	101328
461	45171	101488
462	45279	101413
463	45369	101298
464	45459	101184
465	45561	101095
466	45677	101039
467	45772	100933
468	45875	100848
469	45961	100723
470	46047	100600
471	46418	101098
472	46516	100999
473	46603	100875
474	46704	100783
475	46820	100723
476	46966	100727
477	47058	100614
478	47156	100514
479	47267	100443
480	47491	100611
481	47631	100599
482	47719	100477
483	47840	100424
484	47933	100313
485	48030	100212
486	48144	100144
487	48295	100153
488	48491	100254
489	48786	100560
490	48893	100474
491	48984	100359
492	49151	100396
493	49278	100351
494	49392	100282
495	49500	100199
496	49696	100292
497	49962	100526
498	50068	100438
499	50192	100384
500	50308	100315
501	50414	100225
502	50561	100218
503	50678	100150
504	50806	100104
505	51075	100334
506	51208	100295
507	51418	100407
508	51670	100600
509	51823	100598
510	51927	100501
511	52700	101695
512	52862	101706
513	52973	101619
514	53099	101560
515	53223	101495
516	53341	101421
517	53559	101535
518	53693	101490
519	53967	101708
520	54076	101614
521	54179	101508
522	54301	101439
523	54550	101604
524	54679	101546
525	54789	101455
526	55153	101829
527	55278	101763
528	55399	101687
529	55543	101655
530	55641	101537
531	55737	101417
532	55823	101277
533	55907	101136
534	56098	101187
535	56220	101112
536	56304	100971
537	56419	100883
538	56510	100753
539	56599	100621
540	56691	100494
541	56787	100372
542	56878	100245
543	56967	100112
544	57052	99973
545	57468	100412
546	57574	100308
547	57661	100171
548	57750	100037
549	57839	99904
550	57923	99762
551	58011	99629
552	58103	99501
553	58197	99377
554	58283	99239
555	58373	99109
556	58467	98985
557	58773	99220
558	58879	99115
559	58969	98984
560	59057	98850
561	59143	98712
562	59230	98577
563	59314	98436
564	59396	98293
565	59479	98151
566	59603	98078
567	59851	98207
568	59942	98077
569	60029	97942
570	60120	97813
571	60210	97684
572	60304	97561
573	60389	97422
574	60475	97287
575	60619	97243
576	60712	97118
577	60941	97210
578	61033	97084
579	61120	96950
580	61215	96828
581	61302	96693
582	61400	96576
583	61506	96471
584	61592	96336
585	61688	96216
586	61777	96086
587	61863	95951
588	62100	96050
589	62210	95951
590	62301	95824
591	62411	95726
592	62498	95591
593	62592	95469
594	62687	95348
595	62776	95217
596	62863	95085
597	62954	94957
598	63040	94823
599	63467	95200
600	63586	95115
601	63699	95020
602	63798	94904
603	63899	94791
604	63994	94670
605	64091	94550
606	64194	94441
607	64297	94330
608	64396	94215
609	64740	94457
610	64873	94389
611	64975	94278
612	65074	94161
613	65172	94044
614	65272	93929
615	65375	93817
616	65472	93699
617	65599	93622
618	65879	93763
619	65985	93657
620	66085	93541
621	66193	93437
622	66288	93315
623	66388	93198
624	66508	93111
625	66637	93036
626	66743	92929
627	67218	93335
628	67398	93328
629	67493	93205
630	67597	93093
631	67704	92985
632	67803	92868
633	67908	92758
634	67994	92622
635	68086	92495
636	68250	92465
637	68437	92465
638	68520	92325
639	68606	92190
640	68695	92058
641	68782	91924
642	68869	91790
643	68953	91652
644	69040	91518
645	69130	91389
646	69221	91261
647	69305	91124
648	69558	91208
649	69693	91137
650	69833	91073
651	69932	90955
652	70019	90821
653	70102	90683
654	70189	90550
655	70280	90422
656	70386	90313
657	70516	90234
658	70797	90350
659	70888	90221
660	70985	90100
661	71072	89967
662	71174	89853
663	71294	89762
664	71415	89671
665	71588	89647
666	71681	89520
667	72126	89833
668	72220	89708
669	72349	89627
670	72520	89597
671	72629	89489
672	72739	89384
673	72840	89267
674	72941	89150
675	73053	89046
676	73392	89219
677	73511	89123
678	73648	89050
679	73755	88940
680	73853	88819
681	73944	88690
682	74036	88562
683	74140	88448
684	74235	88324
685	74519	88423
686	74709	88411
687	74806	88288
688	74898	88161
689	74990	88032
690	75088	87911
691	75188	87792
692	75304	87692
693	75403	87572
694	75712	87695
695	75847	87616
696	75936	87484
697	76028	87356
698	76188	87305
699	76412	87328
700	76520	87218
701	76621	87099
702	77013	87311
703	77204	87294
704	77296	87163
705	77571	87240
706	77687	87137
707	77795	87026
708	77911	86922
709	78016	86807
710	78311	86902
711	78414	86784
712	78497	86644
713	78587	86511
714	78694	86399
715	78842	86330
716	78997	86269
717	79103	86154
718	79243	86076
719	79526	86154
720	79636	86042
721	79725	85909
722	79814	85775
723	79919	85659
724	80022	85541
725	80142	85441
726	80240	85318
727	80343	85199
728	80445	85080
729	80900	85333
730	80999	85210
731	81085	85073
732	81185	84950
733	81300	84844
734	81422	84745
735	81551	84654
736	81662	84543
737	81778	84437
738	81962	84402
739	82209	84431
740	82314	84314
741	82454	84232
742	82564	84120
743	82906	84243
744	83054	84169
745	83357	84251
746	83453	84124
747	83540	83987
748	83639	83862
749	83739	83739
750	83858	83635
751	83954	83507
752	84049	83380
753	84153	83260
754	84252	83136
755	84713	83369
756	84813	83244
757	84905	83113
758	84995	82979
759	85092	82852
760	85204	82741
761	85305	82618
762	85394	82485
763	85492	82359
764	85641	82282
765	85940	82350
766	86041	82227
767	86137	82099
768	86229	81968
769	86315	81831
770	86425	81717
771	86527	81595
772	86630	81475
773	86723	81345
774	86809	81209
775	86933	81108
776	87195	81135
777	87280	80998
778	87363	80859
779	87447	80720
780	87529	80580
781	87628	80457
782	87718	80324
783	87800	80185
784	87890	80053
785	87980	79921
786	88072	79790
787	88584	80040
788	88696	79928
789	88796	79804
790	88898	79682
791	88986	79548
792	89137	79470
793	89224	79335
794	89357	79241
795	89476	79134
796	89791	79200
797	89898	79083
798	89988	78951
799	90077	78818
800	90206	78719
801	90359	78641
802	90465	78523
803	90574	78408
804	90684	78293
805	91030	78381
806	91152	78276
807	91318	78208
808	91429	78093
809	91524	77965
810	91623	77840
811	91720	77713
812	91846	77612
813	91953	77493
814	92427	77684
815	92524	77557
816	92610	77420
817	92695	77283
818	92778	77145
819	92864	77009
820	92962	76884
821	93050	76749
822	93131	76609
823	93210	76468
824	93360	76385
825	93660	76424
826	93759	76300
827	93848	76166
828	93933	76030
829	94049	75919
830	94142	75789
831	94225	75652
832	94311	75516
833	94395	75380
834	94506	75265
835	94611	75146
836	94942	75205
837	95094	75122
838	95210	75011
839	95347	74915
840	95466	74806
841	95583	74695
842	95671	74562
843	95755	74426
844	95841	74291
845	96315	74456
846	96403	74322
847	96486	74185
848	96577	74054
849	96661	73917
850	96743	73779
851	96824	73640
852	96902	73500
853	96984	73363
854	97087	73241
855	97194	73123
856	97494	73149
857	97671	73082
858	97782	72966
859	97874	72837
860	97972	72711
861	98070	72585
862	98169	72461
863	98290	72352
864	98377	72219
865	98492	72106
866	99032	72303
867	99136	72182
868	99238	72059
869	99354	71946
870	99439	71811
871	99529	71679
872	99640	71563
873	99738	71437
874	99830	71307
875	99921	71176
876	100250	71215
877	100345	71087
878	100432	70954
879	100514	70817
880	100608	70688
881	100691	70552
882	100782	70421
883	100868	70288
884	100958	70157
885	101044	70023
886	101130	69890
887	101440	69911
888	101560	69801
889	101685	69694
890	101774	69562
891	101863	69431
892	101954	69301
893	102054	69177
894	102150	69051
895	102239	68920
896	102339	68796
897	102859	68955
898	102986	68848
899	103139	68759
900	103267	68653
901	103369	68531
902	103477	68411
903	103566	68280
904	103649	68145
905	103749	68021
906	103837	67889
907	104156	67908
908	104360	67851
909	104459	67726
910	104548	67595
911	104630	67459
912	104720	67328
913	104819	67203
914	104915	67077
915	105006	66947
916	105095	66816
917	105418	66834
918	105514	66707
919	105602	66575
920	105691	66444
921	105789	66319
922	105879	66188
923	105970	66059
924	106059	65929
925	106146	65797
926	106237	65668
927	106327	65538
928	106849	65673
929	106947	65548
930	107046	65423
931	107135	65293
932	107228	65164
933	107356	65057
934	107447	64928
935	107540	64800
936	107632	64671
937	107723	64542
938	108050	64554
939	108182	64449
940	108305	64338
941	108395	64209
942	108486	64079
943	108584	63954
944	108666	63819
945	108753	63688
946	108838	63556
947	108929	63427
948	109024	63301
949	109576	63439
950	109663	63307
951	109748	63174
952	109836	63043
953	109924	62912
954	110021	62787
955	110113	62658
956	110202	62528
957	110302	62405
958	110400	62280
959	110606	62216
960	110828	62160
961	110910	62026
962	110992	61893
963	111078	61761
964	111161	61628
965	111245	61496
966	111393	61398
967	111483	61269
968	111585	61147
969	111683	61022
970	112189	61120
971	112297	61001
972	112385	60870
973	112511	60760
974	112615	60639
975	112695	60504
976	112777	60371
977	112859	60237
978	112940	60104
979	113028	59974
980	113116	59844
981	113468	59853
982	113597	59745
983	113679	59612
984	113771	59484
985	113863	59356
986	113954	59228
987	114059	59107
988	114147	58978
989	114231	58846
990	114316	58715
991	114772	58774
992	114968	58699
993	115072	58577
994	115169	58452
995	115277	58333
996	115363	58202
997	115452	58073
998	115540	57943
999	115627	57813
1000	115711	57682
1001	115796	57551
1002	116081	57519
1003	116236	57423
1004	116320	57292
1005	116407	57162
1006	116496	57033
1007	116580	56902
1008	116668	56773
1009	116756	56644
1010	116846	56516
1011	116935	56388
1012	117031	56262
1013	117119	56134
1014	117480	56136
1015	117645	56043
1016	117745	55920
1017	117831	55790
1018	117920	55662
1019	118006	55532
1020	118091	55402
1021	118177	55272
1022	118269	55146
1023	118378	55027
1024	118918	55108
1025	119027	54989
1026	119127	54865
1027	119247	54751
1028	119339	54624
1029	119429	54497
1030	119521	54370
1031	119606	54240
1032	119697	54112
1033	119781	53982
1034	120047	53934
1035	120229	53848
1036	120364	53740
1037	120451	53611
1038	120542	53484
1039	120633	53357
1040	120724	53230
1041	120817	53104
1042	120908	52977
1043	121005	52853
1044	121098	52727
1045	121670	52809
1046	121791	52694
1047	121910	52579
1048	122026	52463
1049	122131	52341
1050	122245	52224
1051	122441	52142
1052	122558	52026
1053	122935	52020
1054	123048	51901
1055	123137	51773
1056	123258	51659
1057	123352	51533
1058	123446	51406
1059	123542	51281
1060	123637	51156
1061	123725	51028
1062	123806	50897
1063	123890	50767
1064	124412	50816
1065	124512	50692
1066	124596	50562
1067	124678	50431
1068	124761	50301
1069	124841	50170
1070	124925	50040
1071	125010	49911
1072	125092	49780
1073	125174	49650
1074	125255	49519
1075	125340	49390
1076	125717	49376
1077	125809	49250
1078	125889	49119
1079	125979	48992
1080	126060	48861
1081	126146	48733
1082	126241	48608
1083	126339	48484
1084	126424	48355
1085	126513	48228
1086	126595	48099
1087	127138	48144
1088	127235	48020
1089	127326	47893
1090	127425	47769
1091	127521	47645
1092	127616	47520
1093	127709	47394
1094	127794	47266
1095	127888	47141
1096	127976	47014
1097	128061	46886
1098	128436	46863
1099	128616	46769
1100	128710	46644
1101	128801	46518
1102	128895	46393
1103	128990	46268
1104	129070	46138
1105	129187	46021
1106	129274	45894
1107	129365	45768
1108	129960	45820
1109	130078	45703
1110	130249	45604
1111	130355	45483
1112	130440	45355
1113	130528	45227
1114	130623	45103
1115	130726	44981
1116	130837	44862
1117	130924	44734
1118	131297	44704
1119	131400	44582
1120	131505	44460
1121	131593	44333
1122	131674	44204
1123	131779	44082
1124	131870	43956
1125	131955	43829
1126	132039	43700
1127	132135	43576
1128	132730	43616
1129	132865	43504
1130	132968	43382
1131	133073	43260
1132	133183	43140
1133	133295	43021
1134	133410	42902
1135	133513	42780
1136	133596	42652
1137	133678	42523
1138	134049	42486
1139	134194	42377
1140	134304	42257
1141	134396	42131
1142	134501	42009
1143	134605	41887
1144	134714	41767
1145	134804	41641
1146	134905	41518
1147	135004	41395
1148	135590	41420
1149	135686	41295
1150	135765	41165
1151	135848	41037
1152	135932	40909
1153	136014	40780
1154	136120	40659
1155	136207	40532
1156	136287	40403
1157	136371	40275
1158	136458	40148
1159	136542	40021
1160	136912	39977
1161	137008	39852
1162	137089	39724
1163	137235	39614
1164	137322	39487
1165	137438	39369
1166	137531	39244
1167	137611	39115
1168	137692	38987
1169	137772	38858
1170	138189	38825
1171	138413	38736
1172	138553	38624
1173	138658	38503
1174	138742	38375
1175	138825	38247
1176	138938	38128
1177	139025	38001
1178	139112	37875
1179	139201	37749
1180	139306	37628
1181	139702	37584
1182	139790	37458
1183	139879	37332
1184	139970	37207
1185	140054	37080
1186	140143	36954
1187	140262	36836
1188	140344	36709
1189	140426	36581
1190	140507	36454
1191	140592	36327
1192	141136	36319
1193	141245	36198
1194	141332	36072
1195	141422	35946
1196	141502	35818
1197	141593	35693
1198	141736	35581
1199	141857	35464
1200	141975	35345
1201	142093	35227
1202	142510	35183
1203	142602	35058
1204	142682	34930
1205	142763	34803
1206	142849	34676
1207	142950	34554
1208	143105	34444
1209	143194	34319
1210	143276	34192
1211	143359	34065
1212	143927	34053
1213	144028	33930
1214	144118	33805
1215	144198	33678
1216	144282	33551
1217	144363	33424
1218	144451	33298
1219	144567	33179
1220	144649	33052
1221	144729	32925
1222	144811	32798
1223	144896	32672
1224	145276	32613
1225	145381	32491
1226	145467	32365
1227	145549	32238
1228	145635	32113
1229	145720	31987
1230	145834	31868
1231	145922	31742
1232	146000	31615
1233	146084	31489
1234	146177	31365
1235	146792	31353
1236	146893	31231
1237	146980	31105
1238	147062	30979
1239	147143	30852
1240	147224	30726
1241	147327	30604
1242	147456	30487
1243	147537	30361
1244	147632	30237
1245	147729	30114
1246	148147	30057
1247	148277	29940
1248	148397	29822
1249	148513	29702
1250	148604	29578
1251	148719	29458
1252	148802	29333
1253	148888	29207
1254	148970	29081
1255	149050	28955
1256	149614	28923
1257	149714	28800
1258	149805	28675
1259	149915	28555
1260	150035	28436
1261	150186	28323
1262	150300	28203
1263	150385	28078
1264	150467	27952
1265	150559	27828
1266	150971	27763
1267	151075	27641
1268	151159	27516
1269	151241	27390
1270	151327	27265
1271	151414	27140
1272	151539	27022
1273	151638	26899
1274	151720	26774
1275	151800	26648
1276	151887	26523
1277	152471	26485
1278	152568	26362
1279	152658	26238
1280	152743	26113
1281	152827	25987
1282	152919	25863
1283	153040	25745
1284	153122	25619
1285	153210	25495
1286	153292	25370
1287	153383	25246
1288	153777	25172
1289	153886	25051
1290	153974	24926
1291	154059	24802
1292	154142	24677
1293	154233	24553
1294	154332	24431
1295	154436	24309
1296	154518	24184
1297	154598	24059
1298	154681	23934
1299	155035	23851
1300	155354	23762
1301	155453	23640
1302	155539	23515
1303	155625	23391
1304	155713	23267
1305	155804	23144
1306	155949	23028
1307	156037	22904
1308	156121	22780
1309	156204	22655
1310	156602	22576
1311	156715	22456
1312	156806	22332
1313	156894	22208
1314	156978	22084
1315	157064	21960
1316	157148	21836
1317	157259	21715
1318	157343	21591
1319	157428	21467
1320	157527	21345
1321	158148	21293
1322	158266	21173
1323	158371	21052
1324	158457	20928
1325	158541	20804
1326	158639	20681
1327	158770	20563
1328	158896	20444
1329	158989	20321
1330	159085	20199
1331	159723	20145
1332	159861	20027
1333	159961	19905
1334	160049	19781
1335	160148	19659
1336	160235	19535
1337	160377	19417
1338	160485	19296
1339	160582	19174
1340	160674	19050
1341	161107	18968
1342	161221	18847
1343	161315	18724
1344	161405	18600
1345	161494	18477
1346	161579	18353
1347	161682	18231
1348	161809	18112
1349	161896	17988
1350	161981	17864
1351	162066	17740
1352	162686	17675
1353	162779	17552
1354	162866	17428
1355	162954	17304
1356	163040	17181
1357	163126	17057
1358	163244	16937
1359	163331	16813
1360	163418	16690
1361	163506	16566
1362	163605	16444
1363	164059	16357
1364	164170	16236
1365	164264	16113
1366	164373	15992
1367	164478	15870
1368	164576	15748
1369	164715	15629
1370	164810	15507
1371	164904	15384
1372	165113	15272
1373	165625	15188
1374	165728	15066
1375	165819	14943
1376	165929	14821
1377	166033	14699
1378	166138	14577
1379	166234	14455
1380	166319	14331
1381	166404	14208
1382	166487	14084
1383	166861	13985
1384	167032	13869
1385	167136	13747
1386	167219	13623
1387	167301	13499
1388	167385	13376
1389	167481	13253
1390	167581	13131
1391	167673	13009
1392	167767	12886
1393	167867	12764
1394	168484	12681
1395	168579	12558
1396	168716	12439
1397	168811	12316
1398	168911	12194
1399	169006	12071
1400	169121	11950
1401	169211	11827
1402	169306	11705
1403	169391	11582
1404	169694	11473
1405	169984	11364
1406	170077	11241
1407	170187	11120
1408	170293	10998
1409	170396	10876
1410	170483	10753
1411	170570	10630
1412	170655	10507
1413	170745	10384
1414	170840	10262
1415	171469	10171
1416	171583	10050
1417	171723	9930
1418	171821	9807
1419	171918	9685
1420	172011	9562
1421	172126	9441
1422	172212	9318
1423	172301	9195
1424	172386	9072
1425	172633	8958
1426	173118	8856
1427	173230	8734
1428	173316	8611
1429	173400	8488
1430	173487	8365
1431	173568	8242
1432	173656	8119
1433	173748	7996
1434	173844	7874
1435	173929	7751
1436	174014	7629
1437	174470	7522
1438	174568	7400
1439	174650	7277
1440	174733	7154
1441	174819	7031
1442	174901	6908
1443	174984	6786
1444	175076	6663
1445	175218	6543
1446	175323	6421
1447	175409	6299
1448	176049	6196
1449	176164	6074
1450	176254	5952
1451	176350	5829
1452	176439	5707
1453	176536	5585
1454	176630	5462
1455	176727	5340
1456	176820	5218
1457	176903	5095
1458	177103	4976
1459	177447	4861
1460	177575	4740
1461	177674	4618
1462	177768	4495
1463	177868	4373
1464	177962	4251
1465	178062	4129
1466	178185	4008
1467	178277	3886
1468	178369	3764
1469	179016	3653
1470	179119	3531
1471	179208	3408
1472	179306	3286
1473	179397	3164
1474	179496	3042
1475	179590	2920
1476	179682	2798
1477	179774	2675
1478	179870	2553
1479	180350	2437
1480	180635	2317
1481	180735	2195
1482	180824	2072
1483	180916	1950
1484	181079	1829
1485	181175	1706
1486	181270	1584
1487	181364	1462
1488	181455	1340
1489	181545	1218
1490	182020	1098
1491	182123	976
1492	182207	854
1493	182296	732
1494	182378	609
1495	182467	487
1496	182548	365
1497	182630	243
1498	182712	121
1499	182801	0
