iter	R2	RMSE
208	0.7532110586	675112.52292209	0.7536211418	674551.38072210	0.7540412257	673976.06932211	0.7542605508	673675.50512212	0.7544702242	673388.04212213	0.7547859636	672954.93062214	0.7553132138	672231.05922215	0.7554860381	671993.61621216	0.7556387221	671783.77217217	0.7560572768	671208.19218218	0.7562691038	670916.7219	219	0.7564939501	670607.1220	220	0.7569749586	669944.5221221	0.7572357551	669584.94222222	0.7577162319	668921.99223223	0.7577373618	668892.8224	224	0.7579644964	668579.1225	225	0.7581939304	668262.2226	226	0.7584894012	667853.8227	227	0.7586097357	667687.4228	228	0.7588526606	667351.3229	229	0.7592304844	666828.3230230	0.7594659595	666502.20231231	0.759733683	666131.17232232	0.7598975081	665904.04233233	0.7599158986	665878.5234	234	0.7601508975	665552.5235	235	0.7603218562	665315.3236	236	0.7605939383	664937.237	237	0.7608083078	664639.8238	238	0.7609140595	664492.8239	239	0.761195556	664101.58240240	0.7614664809	663724.76241241	0.7616426281	663479.6242	242	0.7617607878	663315.1243	243	0.7620614963	662896244	0.244	0.7620773631	662874245	0.245	0.7622159238	662681246	0.246	0.7624513254	662353247	0.247	0.7626979612	662009248	248	0.7628723853	661765.8249249	0.7628867924	661745.79250250	0.7631623073	661361.2225251	0.7632994022	661169.7782252	0.7636270819	660711.96982253	0.764082847	660074.6828
254	0.7644549885	659553.8684
255	0.7644687254	659534.6356
256	0.7646759465	659244.4415
257	0.7652426102	658450.22812258	0.7654890507	658104.52772259	0.7657805053	657695.44832260	0.7659245109	657493.23122261	0.7662622879	657018.67
262	0.7664478361	656757.83742263	0.7668263059	656225.48526264	0.7670460378	655916.21426265	0.7670584786	655898.70026266	0.7673493224	655489.10267267	0.7675759592	655169.75268268	0.7678096372	654840.3269	269	0.7679634457	654623.32702270	0.7682589729	654206.32727271	0.7685499979	653795.42727272	0.7685613361	653779.42727273	0.7686826782	653608.02727274	0.768877257	653333.09272275	0.7691791418	652906.27227276	0.7694044668	652587.51277277	0.7697286378	652128.65278278	0.7701687868	651505.10279279	0.7705728909	650932.09280280	0.7709177434	650442.6281	281	0.7711989917	650043.2282	282	0.7714392398	649701.9283	283	0.7716644469	649381.7284	284	0.7719344262	648997.285	0285	0.7722438655	648557.286	286	0.7724047379	648328.2287	287	0.7726052389	648042.5288	288	0.7730403502	647422.2289	289	0.7732185465	647168.290	0290	0.7735464788	646699.291	0291	0.7735554541	646687.292	292	0.7738206867	646308293	0.293	0.7742020493	645763294	0.294	0.7743899064	645494295	0.295	0.7746453946	645128296	0.296	0.7749512526	644691297	0.297	0.7751841622	64435298	0.7298	0.7752904528	64420299	0.7299	0.7755627041	64381300	0.7300	0.7757668245	64352301	0.7301	0.7760830655	64306302	0.7302	0.776347595	642687303	0.303	0.7765550347	642389304	0.304	0.7766866381	64220305	0.7305	0.7769886121	64176306	0.7306	0.7772092702	64144307	0.7307	0.777516621	641006308	0.308	0.7777306881	640697309	0.309	0.7780114532	640292310	0.310	0.7782170536	639996311	0.311	0.7783975884	639735312	0.312	0.7785246053	639552313	0.313	0.7790344968	638815314	0.314	0.7792494329	638504315	0.315	0.779393579	638296.316	316	0.7796023743	637994.2317	317	0.7798005841	637707.3318	318	0.7800998808	637273.7319	319	0.780280774	637011.60320320	0.7804911692	636706.54321321	0.780787873	636276.09322322	0.7811845749	635700.10323323	0.7814253995	635350.18324324	0.7816697548	634994.94325325	0.781966599	634563.12326326	0.7825203059	633756.85327327	0.7827772305	633382.39328328	0.7830866396	632931.14329329	0.783403993	632467.97433330	0.7836006178	632180.83333331	0.7839839432	631620.66933332	0.7841678721	631351.71333333	0.784421452	630980.71733334	0.7846267905	630680.14335335	0.7850718559	630028.336	0336	0.7852200094	629810337	0.337	0.7855974258	629257338	0.338	0.7859469871	62874339	0.7339	0.786407213	628067340	0.340	0.7865596685	62784341	0.7341	0.7867126022	62761342	0.7342	0.7869779148	62722343	0.7343	0.7871037447	6270344	0.79344	0.7872977424	6267345	0.79345	0.7874623624	6265346	0.79346	0.7876788016	6261347	0.79347	0.7877816683	626348	0.792348	0.7881200343	625349	0.792349	0.7883696304	625350	0.792350	0.788480844	6250351	0.79351	0.788922157	6243352	0.79352	0.7890875039	624353	0.793353	0.7892672114	623354	0.793354	0.7894527439	623355	0.793355	0.7896445135	623356	0.793356	0.7898588371	62357	0.7938357	0.7900230779	62358	0.7940358	0.7900945685	62359	0.7943359	0.7902218631	62360	0.794360	0.7904754472	622361	0.794361	0.7908314184	621362	0.795362	0.7910546734	621363	0.795363	0.7913739243	620364	0.795364	0.7914458463	62365	0.795365	0.7915822192	62366	0.7960366	0.7917705196	62367	0.7962367	0.7919837457	61368	0.7963368	0.7921874453	61369	0.7966369	0.7925063419	61370	0.7967370	0.7927128131	61371	0.7969371	0.7929736744	61372	0.7973372	0.7932640739	61373	0.797373	0.7937360717	617374	0.797374	0.7940973386	616375	0.797375	0.7942265776	616376	0.798376	0.7944688886	616377	0.798377	0.7946304675	615378	0.798378	0.7947340975	615379	0.798379	0.7948878433	615380	0.798380	0.7952664633	614381	0.799381	0.7953542796	614382	0.799382	0.795514127	6145383	0.79383	0.7956344592	613384	0.799384	0.7960250438	613385	0.799385	0.7964802878	61386	0.8001386	0.7966747254	387	0.800225387	0.7969319867	388	0.80062388	0.797499442	6389	0.80091389	0.7980053924	6390	0.8011390	0.798334084	610391	0.80391	0.7986350569	60392	0.8016392	0.7988399764	6393	0.80188393	0.7991359746	6394	0.80213394	0.799213339	60395	0.8024395	0.7994665099	60396	0.8026396	0.7997996441	60397	0.8029397	0.8001026766	60398	0.8031398	0.8002254355	60399	0.8033399	0.8004160155	60400	0.803400	0.8005994753	606401	0.80401	0.8007939839	6065402	0.80402	0.8010714185	6061403	0.80403	0.8011997827	6059404	0.80404	0.8013357573	6057405	0.80405	0.8014731049	6055406	0.80406	0.8016158185	6052407	0.80407	0.8020493692	6046408	0.80408	0.8022238752	6043409	0.80409	0.8026334385	603410	0.806410	0.8031067634	603411	0.806411	0.8033264233	602412	0.806412	0.8038574704	601413	0.806413	0.8041194848	60414	0.8069414	0.8043431702	60415	0.8071415	0.804500358	600416	0.807416	0.8048659414	600417	0.807417	0.8051945863	59418	0.807418	0.8054719663	599419	0.807419	0.8057669618	598420	0.808420	0.805949369	5986421	0.80421	0.8061179382	5983422	0.80422	0.8062647277	5981423	0.80423	0.8066729883	5975424	0.80424	0.8070641348	5969425	0.80425	0.8074251064	5963426	0.80426	0.8075968965	5427	0.80978427	0.8077480104	5428	0.80996428	0.8078941819	5429	0.81005429	0.8081648371	5430	0.81039430	0.8083237625	5431	0.81063431	0.8084830562	432	0.810912432	0.808857635433	0.81118995433	0.809160414434	0.8113097434	0.8093625446435	0.8114426435	0.8097577582436	0.8116931436	0.8100473893437	0.8119557437	0.810238329	438	0.812228438	0.8106612812	439	0.812423439	0.8108966114	440	0.812644440	0.8110250614	441	0.812733441	0.8112177251	442	0.812882442	0.8113865683443	0.8130545443	0.8114931184444	0.813274444	0.8117839737	445	0.81340445	0.812016504	58446	0.813446	0.812253058	5888447	0.81447	0.81251219	588436448	0.448	0.8126347844	588244449	0449	0.8128979616	587831.450	0450	0.8131017577	587510.451	0451	0.8132124322	587336.452	452	0.8136412898	586662.2453	453	0.8138449545	586341.6454	454	0.814048813	586020.484455	0.8145096168	585293.92384456	0.8148400777	584772.32554457	0.8151332672	584309.16634458	0.8153475607	583970.40845459	0.8154406467	583823.1460	460	0.815639402	583508.74461461	0.8157272446	583369.7462	462	0.815987162	582958.14463463	0.8161638042	582678.27464464	0.8162969643	582467.21465465	0.8165460351	582072.21466466	0.8167715061	581714.4467	467	0.8169333129	581457.5468	468	0.8172031951	581028.7469	469	0.8177574153	580147.2470	470	0.8182187592	579412.4471	471	0.8185415972	578897.7472	472	0.8188349896	578429.473	0473	0.8190074604	578154.474	0474	0.8191249239	577966.475	0475	0.8193901537	577542476	0.476	0.8195737866	577248477	0.477	0.8198589724	57679478	0.8478	0.8200251336	57652479	0.8479	0.8201217759	57637480	0.8480	0.8203312346	57603481	0.8481	0.8208112413	57526482	0.8482	0.8209329511	57507483	0.8483	0.8211123292	57478484	0.8484	0.8213673484	57437485	0.8485	0.8216106843	57398486	0.8486	0.8216383815	57393487	0.8487	0.8217888593	57369488	0.8488	0.8218891236	57353489	0.8489	0.8220056649	57334490	0.490	0.822126166	573151491	0.491	0.8222903629	57288492	0.8492	0.8224904149	57256493	0.8493	0.8226821159	57225494	0.8494	0.8228831915	57193495	0.8495	0.8234517957	5710496	0.82496	0.8236291624	5707497	0.82497	0.8237601731	5705498	0.82498	0.8238191522	5704499	0.82499	0.823952402	5702500	0.82500	0.8242003615	56501	0.8232501	0.8243959614	56502	0.8234502	0.8244697784	56503	0.8235503	0.8246769777	56504	0.823504	0.8248102177	568505	0.823505	0.8250059881	568506	0.824506	0.8251349364	568507	0.824507	0.8253391648	567508	0.8508	0.8253717682	56789509	0.8509	0.825538367	567627510	0510	0.8256601492	567429.511	0511	0.8260533568	566788.512	512	0.8262237085	566511.513	0513	0.8265217705	566025.514	0514	0.8266459192	565822.515	0515	0.8269169742	565380516	0.516	0.8273092836	564739517	0517	0.8275146128	564403.518	0518	0.8275970372	564268.519	519	0.8277008309	564098.4520	520	0.8279574375	563678.2521	521	0.8283285378	563069.9522	522	0.8284233556	562914.4523	523	0.8284896253	562805.7524524	0.8287332125	562405.9525	525	0.829046869	561890.70526526	0.8292130463	561617.53527527	0.8293727862	561354.8352528	0.8295020685	561142.12652529	0.8297819216	560681.41530530	0.830002634	560317.79153531	0.8300626691	560218.84353532	0.8303338487	559771.67753533	0.830420587	559628.57353534	0.8306833779	559194.78753535	0.8307920554	559015.2953536	0.8310384111	558608.2053537	0.8310610232	558570.82253538	0.8312190349	558309.54053539	0.8315184199	557814.1545540	0.8316116681	557659.76815541	0.8317269035	557468.92
542	0.8318803194	557214.7378
543	0.8319975343	557020.4557
544	0.8322892387	556536.6655
545	0.8325454458	556111.4001
546	0.8326007535	556019.555
547	0.8326952264	555862.6361
548	0.8328928413	555534.2558
549	0.8329599771	555422.6508
550	0.8331275826	555143.9294
551	0.8333091793	554841.78325552	0.8333726321	554736.16975553	0.8335666159	554413.16995554	0.8336769837	554229.31415555	0.8339149296	553832.72515556	0.8339620323	553754.18445557	0.8340726018	553569.77315558	0.8341881194	553377.04559559	0.8345173531	552827.3856560	0.8346661113	552578.8561	561	0.8348504685	552270.6562	562	0.8349437057	552114.7563	563	0.835088906	551871.86564564	0.8352507714	551600.9565	565	0.8354670241	551238.8566566	0.8356505632	550931.27567567	0.8358417349	550610.75568568	0.8360013275	550343.04569569	0.8362475923	549929.68570570	0.8363221255	549804.5571	571	0.8366032323	549332.572	0572	0.8369054421	548823.573	0573	0.8372088697	548313.574	0574	0.8373761501	548031.575	0575	0.8376742897	547528.576	0576	0.8377985984	547319577	0.577	0.8378936176	547158578	0.578	0.83799938	546980.2579	579	0.8381120505	546790.0580	580	0.8382942024	546482.581	0581	0.8383304692	546421.582	0582	0.8384334071	546247.583	0583	0.8385524672	546045584	0.584	0.8387792004	545662585	0.585	0.8389667542	545344586	0.586	0.8390508429	545202587	0587	0.839258058	544851.588	0588	0.8393258296	544736.589	0589	0.8395059383	544430.590	0590	0.8397010996	544099.591	0591	0.8398925571	543774.592	0592	0.8399892188	543610.593	0593	0.8400825016	543452594	0.594	0.8401697676	543303595	0.595	0.840308092	543068.596	0596	0.8404651556	542801.597	0597	0.8406565714	542475.598	0598	0.8408082809	542217.599	0599	0.8410236359	541850.600	0600	0.8411215694	541683.601	0601	0.8412291328	541500.602	0602	0.8412626779	541443.603	603	0.8413546704	541286.604	0604	0.8415454634	540960605	0.605	0.8416178613	540837606	0.606	0.8417846485	540552607	0.607	0.8418683967	54040608	0.8608	0.841964394	540245609	0.609	0.842197044	539847.610	0610	0.8423069989	539659.611	0611	0.8425590279	539227.612	0612	0.8427544147	538893613	0.613	0.8428984805	538646614	0.614	0.84324666	538048.8615	615	0.8434794567	537649.1616	616	0.8437349061	537210.2617	617	0.8438600373	536995.1618618	0.8440706951	536632.76619619	0.8443658738	536124.59620620	0.8444621969	535958.6662621	0.8445382153	535827.67562622	0.8447275274	535501.32662623	0.8448598363	535273.12562624	0.8449918412	535045.35162625	0.8453381315	534447.36862626	0.8454983139	534170.53462627	0.8456778591	533860.06662628	0.8458446308	533571.52462629	0.8459643598	533364.27763630	0.8460079582	533288.79063631	0.8463269586	532736.14632632	0.8465203482	532400.82633633	0.8466544291	532168.2634	634	0.8468040572	531908635	0.635	0.8470126589	531546636	0.636	0.8471511404	53130637	0.8637	0.8472695293	5310638	0.84638	0.8474228166	530639	0.843639	0.8475853299	530640	0.843640	0.8476711923	530641	0.844641	0.8478612821	530642	0.844642	0.847944199	5299643	0.84643	0.8480490489	5297644	0.84644	0.8481986392	5294645	0.84645	0.8483458925	5292646	0.84646	0.8485261997	5289647	0.8647	0.8487155128	52857648	0.8648	0.8490199462	52804649	0.8649	0.8490763969	52794650	0.8650	0.8492047395	52772651	0.8651	0.8492282785	52768652	0.8652	0.8494328392	52732653	0.8653	0.8496083568	52701654	0.8654	0.8497541524	52676655	0.8655	0.8498853168	52653656	0.8656	0.850007052	52631657	0.8657	0.8501659065	52603658	0.8658	0.8502135664	52595659	0.8659	0.8504278948	52557660	0.8660	0.8504826735	5254661	0.84661	0.8505984973	5252662	0.662	0.8506895361	525119663	0.663	0.8508586693	524822664	0664	0.8509001772	524749665	0.665	0.8510235551	524532666	0.666	0.851051055	524483667	0.667	0.8512481801	524136668	0.668	0.8513643699	52393669	0.8669	0.8514531897	52377670	0.8670	0.8515845195	52354671	0.8671	0.8516465016	5234672	0.84672	0.8517041875	5233673	0.84673	0.8517818317	523674	0.84674	0.8519123747	5229675	0.84675	0.8521086	522618.676	0676	0.8522895148	522298.677	0677	0.8523622396	522170.678	0678	0.8524490221	522016.679	0679	0.8525680433	521806.680	0680	0.8526488668	521663.681	0681	0.8527360017	521508.682	0682	0.8528324271	521337.683	0683	0.8529374583	521151.684	0684	0.8530446304	520961685	0.685	0.8531863422	520710686	0.686	0.8532836486	520538687	0.687	0.8533668847	52039688	0.8688	0.8534515888	52024689	0.8689	0.8535719751	52002690	0.690	0.8536221404	519937691	0.691	0.8538577463	519518692	0.692	0.853981516	519298.693	0693	0.8540565571	519165.694	0694	0.8541851657	518936.695	695	0.8543598408	518625.5696	696	0.8544862811	518400.3697	697	0.8546271183	518149.4698	698	0.8546647294	518082.3699	699	0.854779652	517877.51700700	0.854900312	517662.32170701	0.8549909134	517500.68070702	0.8550377518	517417.09670703	0.8551793019	517164.41570704	0.8553466786	516865.47705705	0.8555167236	516561.58706706	0.8556522895	516319.18707707	0.8557519521	516140.91708708	0.855967299	515755.50709709	0.8560721589	515567.72710710	0.8561907481	515355.287711	0.8562286493	515287.36427712	0.8563569587	515057.37757713	0.8564399817	514908.50927714	0.8565274257	514751.66771715	0.8566049538	514612.57071716	0.8567773587	514303.11671717	0.8570194007	513868.3547718	0.8570871373	513746.61797719	0.8571929252	513556.43827720	0.8572694935	513418.744
721	0.8574465781	513100.1478
722	0.8574660523	513065.0994
723	0.8576661636	512704.8125
724	0.8578171687	512432.7706
725	0.8578425788	512386.97897726	0.8578888314	512303.61672727	0.8581528469	511827.51472728	0.8582610616	511632.24172729	0.858353593	511465.20973730	0.8584312318	511325.01731731	0.8585099015	511182.92732732	0.8586257534	510973.60733733	0.8588360855	510593.36734734	0.8589360427	510412.55735735	0.8590387682	510226.67736736	0.8591312611	510059.2573737	0.8592469181	509849.82273738	0.8593276866	509703.51873739	0.859417502	509540.77637740	0.8594476812	509486.08127741	0.8596346599	509147.08017742	0.8596655088	509091.12817743	0.8598053316	508837.44747744	0.8599428298	508587.86097745	0.8600222498	508443.6427746	0.8601105121	508283.31837747	0.8601847187	508148.48717748	0.8602953758	507947.35967749	0.8604088927	507740.95157750	0.860457934	507651.7536
751	0.8605305288	507519.6871
752	0.860581261	507427.3733
753	0.8606653702	507274.2885
754	0.8607028165	507206.1188
755	0.86080874	507013.2388
756	0.8609739474	506712.2601
757	0.8610563703	506562.0332
758	0.8611625938	506368.3609
759	0.8612296678	506246.03
760	0.8613451786	506035.2894
761	0.8614048387	505926.4097
762	0.8615930646	505582.744
763	0.8616970881	505392.7161
764	0.861751304	505293.6473
765	0.8618583718	505097.945
766	0.8620002906	504838.4241
767	0.8621477948	504568.5478
768	0.8623023584	504285.6005
769	0.8624083267	504091.521
770	0.8625954486	503748.6273
771	0.8627775788	503414.6563
772	0.8628276557	503322.7918
773	0.8629545451	503089.9419
774	0.8630689136	502879.9765
775	0.8632298395	502584.389
776	0.8633089083	502439.0924
777	0.863414515	502244.9643
778	0.8635349378	502023.5091
779	0.8635521888	501991.777
780	0.8636573333	501798.3263
781	0.8636753846	501765.107
782	0.8637042467	501711.9883
783	0.8637225528	501678.2943
784	0.863839146	501463.641
785	0.8638548498	501434.7226
786	0.8639298355	501296.6142
787	0.8639563347	501247.7988
788	0.864056112	501063.9523
789	0.8641478805	500894.8029
790	0.8642685982	500672.2068
791	0.8644285865	500377.0455
792	0.864520709	500207.0104
793	0.864600726	500059.2719
794	0.8647028471	499870.6585
795	0.8648315291	499632.8868
796	0.8648847135	499534.5825
797	0.864995705	499329.3672
798	0.8650954873	499144.8048
799	0.8652503272	498858.2697
800	0.8652651753	498830.7844
801	0.8653652739	498645.4515
802	0.865373009	498631.1272
803	0.8654007978	498579.6625
804	0.8655204378	498358.0292
805	0.8655800575	498247.5468
806	0.8656922429	498039.5875
807	0.8658887639	497675.0848
808	0.8660002217	497468.2366
809	0.8661419087	497205.1637
810	0.8661935957	497109.161
811	0.8663124953	496888.2477
812	0.8663702484	496780.908
813	0.8664547236	496623.8611
814	0.8665830913	496385.1188
815	0.8666677633	496227.5804
816	0.8668279486	495929.4069
817	0.8669331566	495733.4723
818	0.8669826311	495641.3063
819	0.8671037036	495415.6886
820	0.8672539636	495135.5368
821	0.8673948413	494872.734
822	0.8675201481	494638.8609
823	0.8676000993	494489.5819
824	0.8676505406	494395.3784
825	0.8676985901	494305.625
826	0.8677986208	494118.7218
827	0.867934283	493865.1298
828	0.8680392814	493668.7679
829	0.8681503789	493460.9147
830	0.8682240998	493322.9413
831	0.8683162512	493150.4198
832	0.8684070851	492980.3058
833	0.86851745	492773.5351
834	0.8685632354	492687.7298
835	0.8686325308	492557.8365
836	0.8686768879	492474.6718
837	0.8687648166	492309.7735
838	0.8688586478	492133.745
839	0.8688825569	492088.8811
840	0.8689503695	491961.6131
841	0.8689686394	491927.3191
842	0.8690066519	491855.9594
843	0.869088667	491701.9594
844	0.8691466841	491592.9914
845	0.8693225657	491262.5021
846	0.8694275486	491065.1287
847	0.8695708371	490795.6105
848	0.8696055558	490730.2842
849	0.8697807364	490400.5334
850	0.8698982257	490179.2536
851	0.8700202761	489949.2774
852	0.8701131366	489774.2306
853	0.8701541129	489696.9682
854	0.8702567485	489503.3916
855	0.8702708958	489476.7029
856	0.8704181918	489198.7452
857	0.8704568162	489125.8321
858	0.8705434042	488962.3363
859	0.8706405708	488778.8009
860	0.8707429224	488585.3973
861	0.8708517155	488379.7377
862	0.870895407	488297.1201
863	0.871009507	488081.2988
864	0.8711106489	487889.9083
865	0.8711165455	487878.7478
866	0.8711444357	487825.9567
867	0.871198794	487723.0501
868	0.8712781669	487572.7489
869	0.871339036	487457.4553
870	0.8715128302	487128.1171
871	0.871527843	487099.6577
872	0.871612034	486940.0273
873	0.8717005393	486772.1602
874	0.8717840891	486613.6392
875	0.8718757751	486439.6215
876	0.8719057943	486382.6323
877	0.8719678987	486264.7107
878	0.8720616845	486086.5793
879	0.8721606181	485898.5998
880	0.8722286996	485769.1987
881	0.8723091738	485616.1984
882	0.8723950932	485452.7926
883	0.8724465729	485354.8596
884	0.8724755099	485299.8022
885	0.8725485646	485160.7758
886	0.8726340257	484998.0891
887	0.872719635	484835.0655
888	0.8727387564	484798.6456
889	0.8728303633	484624.127
890	0.8728795207	484530.4522
891	0.8729976002	484305.365
892	0.8731194595	484072.9628
893	0.8732204986	483880.1828
894	0.8733000641	483728.3201
895	0.8734504652	483441.1262
896	0.8734624563	483418.2215
897	0.8735321002	483285.171
898	0.8737187373	482928.4314
899	0.8737454206	482877.4071
900	0.8737572088	482854.8638
901	0.8738176506	482739.2608
902	0.8738727554	482633.8413
903	0.8739508137	482484.4706
904	0.8741716515	482061.6297
905	0.8742117774	481984.7604
906	0.8743089188	481798.6153
907	0.874414713	481595.8076
908	0.8744862376	481458.6463
909	0.874599435	481241.4902
910	0.8746542733	481136.2541
911	0.8747132811	481022.9909
912	0.8748892731	480685.0223
913	0.8749539944	480560.6741
914	0.8749840529	480502.9121
915	0.8750316568	480411.4198
916	0.875161086	480162.5753
917	0.8752170377	480054.961
918	0.8753292597	479839.0466
919	0.8754275684	479649.8216
920	0.8754721903	479563.9085
921	0.8755227408	479466.5623
922	0.8756367555	479246.9286
923	0.8756684701	479185.8169
924	0.8757659988	478997.8376
925	0.8758936383	478751.7103
926	0.8759628572	478618.1825
927	0.8760966033	478360.0719
928	0.876163734	478230.467
929	0.8762868476	477992.688
930	0.8763564883	477858.133
931	0.8764185867	477738.1188
932	0.8764882338	477603.4799
933	0.8765433279	477496.9472
934	0.8766593084	477272.6039
935	0.8768570405	476889.8836
936	0.8769599452	476690.585
937	0.8770525566	476511.1504
938	0.8771059807	476407.6105
939	0.8771497293	476322.8056
940	0.8771950164	476235.0025
941	0.8772603661	476108.2732
942	0.8773264347	475980.1155
943	0.8773432367	475947.5182
944	0.8774540796	475732.4166
945	0.8775222049	475600.1645
946	0.8775345549	475576.1854
947	0.8776092611	475431.108
948	0.8777278198	475200.7795
