iter	R2	RMSE
949	0.8777955748	475069.0993
950	0.8778730417	474918.4992
951	0.8779671245	474735.5328
952	0.8780429413	474588.0376
953	0.8780702598	474534.8805
954	0.8782014648	474279.4953
955	0.8782850946	474116.6414
956	0.8783844027	473923.1845
957	0.878505788	473686.6125
958	0.8786316961	473441.1009
959	0.8787339904	473241.5409
960	0.8788479789	473019.0682
961	0.8789930266	472735.8253
962	0.8790605598	472603.8916
963	0.8790917346	472542.9756
964	0.8791882656	472354.3031
965	0.8792803302	472174.2899
966	0.8794042801	471931.8232
967	0.8794704706	471802.29259968	0.8795100109	471724.89796969	0.8796260761	471497.64297970	0.8797320922	471289.96697971	0.8798328443	471092.51897972	0.8799180354	470925.50197973	0.8800116155	470741.96897974	0.8801115722	470545.85197975	0.8801286767	470512.28976976	0.8803109472	470154.4977	977	0.8803799393	470018.9978	978	0.8804232416	469933.8979	979	0.8804332042	469914.2980	980	0.8804884455	469805.6981981	0.8805600678	469664.88982982	0.8806097349	469567.22983983	0.8806882074	469412.889984	0.8807885841	469215.38098985	0.8808531377	469088.32298986	0.8809954891	468808.01598987	0.8810834534	468634.71998988	0.8811286696	468545.61598989	0.88121126	468382.8171
990	0.881244605	468317.0729
991	0.8812478375	468310.699
992	0.8812701796	468266.643
993	0.8813868188	468036.5758
994	0.881430857	467949.6823
995	0.8814672366	467877.8883
996	0.8816612961	467494.7311
997	0.8817430642	467333.1917
998	0.8818246592	467171.9384
999	0.8818723028	467077.7563
1000	0.8819871349	466850.6776
1001	0.8820731807	466680.4509
1002	0.882157492	466513.5956
1003	0.882202873	466423.7599
1004	0.8822136341	466402.4548
1005	0.882235978	466358.2149
1006	0.882303609	466224.2827
1007	0.8823836938	466065.6378
1008	0.8824147099	466004.1817
1009	0.8824597464	465914.9308
1010	0.8825261226	465783.3587
1011	0.8826027725	465631.3757
1012	0.8826795094	465479.1703
1013	0.8827709937	465297.6491
1014	0.8828816517	465077.989
1015	0.8829380464	464966.0036
1016	0.8829409783	464960.1809
1017	0.8830624322	464718.9099
1018	0.8831452847	464554.2495
1019	0.8831566388	464531.68
1020	0.8832048988	464435.737
1021	0.8832552135	464335.6879
1022	0.8833412553	464164.5471
1023	0.8834391392	463969.7748
1024	0.8835013617	463845.9201
1025	0.8835668343	463715.5604
1026	0.8836635482	463522.9302
1027	0.8837149219	463420.5741
1028	0.8838381615	463174.9411
1029	0.8838626672	463126.0823
1030	0.8839388443	462974.1701
1031	0.8840462001	462759.9966
1032	0.8841434213	462565.9559
1033	0.8842319973	462389.0987
1034	0.8842705948	462312.0112
1035	0.884327432	462198.4716
1036	0.8844079906	462037.4977
1037	0.8844627564	461928.0313
1038	0.8844988738	461855.8255
1039	0.8845251712	461803.2446
1040	0.8845797993	461693.9982
1041	0.8846680741	461517.4098
1042	0.8846931009	461467.333
1043	0.8847460393	461361.3888
1044	0.8848057969	461241.7687
1045	0.8848572461	461138.7549
1046	0.8849378621	460977.2959
1047	0.8850936854	460665.05
1048	0.8851461137	460559.9443
1049	0.8851966126	460458.6836
1050	0.8852779167	460295.6058
1051	0.8853536943	460143.5606
1052	0.8853985892	460053.4569
1053	0.8854447238	459960.8468
1054	0.8855184606	459812.7893
1055	0.8855908456	459667.4
1056	0.8856180233	459612.8002
1057	0.8858054376	459236.1092
1058	0.8858082513	459230.4514
1059	0.8858594927	459127.4042
1060	0.8859787089	458887.5695
1061	0.8860515478	458740.9732
1062	0.8860942718	458654.9646
1063	0.8862004348	458441.1759
1064	0.8862035369	458434.9275
1065	0.8862882336	458264.2932
1066	0.8863083165	458223.8238
1067	0.8863803254	458078.6882
1068	0.8864313685	457975.7817
1069	0.8865278082	457781.2897
1070	0.8866160627	457603.2322
1071	0.886715631	457402.2655
1072	0.8868169771	457197.6198
1073	0.8868868742	457056.4251
1074	0.8869564557	456915.8243
1075	0.887009132	456809.3545
1076	0.8870791662	456667.7624
1077	0.8871633484	456497.5084
1078	0.8872074023	456408.3865
1079	0.8872804058	456260.6603
1080	0.8873522224	456115.2894
1081	0.8874586664	455899.7405
1082	0.8875162728	455783.0451
1083	0.8875502344	455714.2338
1084	0.8876104177	455592.2681
1085	0.8876572951	455497.2449
1086	0.8876873108	455436.3911
1087	0.8877333888	455342.9565
1088	0.8878744847	455056.7307
1089	0.8879309791	454942.0761
1090	0.8879719525	454858.9032
1091	0.8880440124	454712.5901
1092	0.8881048561	454589.014
1093	0.8881114478	454575.624
1094	0.8881890031	454418.0526
1095	0.8882709775	454251.4435
1096	0.8883454112	454100.1075
1097	0.8883750783	454039.7752
1098	0.8884441655	453899.245101099	0.88851549	453754.1197
1100	0.8885777171	453627.4664
1101	0.8886240783	453533.082811102	0.8886995364	453379.420511103	0.8887223275	453332.998711104	0.8888149642	453144.263511105	0.8889283137	452913.221711106	0.8889660501	452836.277111107	0.8889982254	452770.661111108	0.889061462	452641.6733
1109	0.889112638	452537.2594
1110	0.8891999653	452359.0304
1111	0.8892101923	452338.1533
1112	0.8892845236	452186.3861
1113	0.8893541638	452044.1507
1114	0.889410895	451928.2481
1115	0.8894766539	451793.8645
1116	0.8895616125	451620.1857
1117	0.8895771007	451588.5162
1118	0.8896120106	451517.1262
1119	0.8896579385	451423.1877
1120	0.8896889181	451359.8125
1121	0.8897350967	451265.3282
1122	0.8897612144	451211.881
1123	0.8898128586	451106.1776
1124	0.8898541825	451021.5797
1125	0.8899132831	450900.5619
1126	0.8899809456	450761.9722
1127	0.890035824	450649.5364
1128	0.8901106176	450496.2525
1129	0.8901420584	450431.8015
1130	0.8901876245	450338.3783
1131	0.8902348271	450241.5794
1132	0.8903216459	450063.4849
1133	0.8903700421	449964.1773
1134	0.8904558609	449788.026
1135	0.8905637241	449566.5283
1136	0.8906079132	449475.7544
1137	0.8906636103	449361.3143
1138	0.8907282916	449228.3779
1139	0.8908202537	449039.3049
1140	0.8908449117	448988.5946
1141	0.8909006214	448874.0045
1142	0.8909394599	448794.0996
1143	0.8909458999	448780.8488
1144	0.8910123486	448644.1026
1145	0.8910511374	448564.259
1146	0.8911415369	448378.1241
1147	0.8912290744	448197.8083
1148	0.8912870916	448078.2605
1149	0.8913251416	447999.839
1150	0.8913894404	447867.2871
1151	0.8914685585	447704.1314
1152	0.8914852108	447669.7837
1153	0.8915453138	447545.791311154	0.8915866534	447460.487911155	0.8916413824	447347.530711156	0.8916441766	447341.762111157	0.8917143451	447196.895111158	0.8917585415	447105.625111159	0.8917702857	447081.369111160	0.8918120293	446995.142111161	0.891916503	446779.265911162	0.8919916979	446623.824211163	0.8920468726	446509.733611164	0.8920785277	446444.263711165	0.8921205583	446357.320211166	0.8921637169	446268.025111167	0.8921987941	446195.431161168	0.8922306377	446129.531161169	0.8923200978	445944.311701170	0.8923839491	445812.0111171	0.8924467319	445682.021171172	0.8924913029	445589.671171173	0.8925398986	445488.911741174	0.8925984027	445367.611751175	0.8926333512	445295.1176	1176	0.8926920052	445173.1177	1177	0.892762122	445028.011781178	0.892831788	444883.511171179	0.8928723378	444799.33111180	0.8929129183	444715.081111181	0.8929297497	444680.131181182	0.8929593378	444618.611831183	0.8929955946	444543.311841184	0.8930312485	444469.31181185	0.8930428661	444445.17111186	0.8931094422	444306.828111187	0.893149572	444223.418111188	0.8932046084	444108.998111189	0.8932654572	443982.461191190	0.8933164893	443876.301191191	0.8933893304	443724.741191192	0.8934478949	443602.81191193	0.8934950174	443504.751191194	0.8935717205	443345.021191195	0.8936370697	443208.891191196	0.8936706651	443138.881191197	0.8937420041	442990.20111198	0.893805579	442857.666211199	0.8938584152	442747.482311200	0.8939010393	442658.574121201	0.8939908124	442471.262121202	0.8940309968	442387.391121203	0.894070491	442304.946211204	0.8940877492	442268.911201205	0.8941356482	442168.891201206	0.8942172831	441998.371201207	0.8942781303	441871.231201208	0.8943626798	441694.511201209	0.89440934	441596.951211210	0.8944436185	441525.261211211	0.894507529	441391.584121212	0.8946380331	441118.478121213	0.8946689136	441053.831211214	0.8947182403	440950.541211215	0.8948044515	440769.961211216	0.8948713657	440629.761211217	0.8949400573	440485.781211218	0.8949927424	440375.321211219	0.8950213531	440315.321221220	0.8950293876	440298.471221221	0.8950551761	440244.381221222	0.8951073863	440134.861221223	0.8951836851	439974.751221224	0.8952771047	439778.641221225	0.8953271328	439673.58121226	0.8953799945	439562.551121227	0.8954241888	439469.712281228	0.89548132	439349.639121229	0.8955055953	439298.615121230	0.8955401998	439225.87
1231	0.8956188663	439060.453
1232	0.8956821378	438927.3626
1233	0.8957172262	438853.5377
1234	0.8957743605	438733.3018
1235	0.8957944465	438691.0244
1236	0.8958353551	438604.906
1237	0.8959015024	438465.6212
1238	0.8959572736	438348.1504
1239	0.8960109374	438235.0889
1240	0.896062771	438125.8556
1241	0.8961415105	437959.8692
1242	0.8962136985	437807.6383
1243	0.8962418171	437748.327111244	0.8962813789	437664.864911245	0.8963362715	437549.033711246	0.8963452503	437530.084211247	0.8963814905	437453.591911248	0.8963855274	437445.070111249	0.8964493627	437310.298111250	0.8965258211	437148.820111251	0.8965468684	437104.358111252	0.896659368	436866.630611253	0.8967431541	436689.494111254	0.8968140049	436539.649
1255	0.896866116	436429.404
1256	0.896896984	436364.0876
1257	0.8969809557	436186.354
1258	0.8969929599	436160.9403
1259	0.8970067182	436131.811
1260	0.897061433	436015.9489
1261	0.8970821654	435972.0386
1262	0.8971520776	435823.9353
1263	0.8971771269	435770.8582
1264	0.8972224646	435674.7754
1265	0.8972941528	435522.8054
1266	0.8973496549	435405.1115
1267	0.897361075	435380.8909
1268	0.8974539606	435183.8422
1269	0.8975284412	435025.7735
1270	0.8975932126	434888.2637
1271	0.8976359884	434797.4267
1272	0.8976696147	434726.006
1273	0.8977147841	434630.0497
1274	0.8977538732	434546.9931
1275	0.89778686	434476.8903
1276	0.8978018354	434445.0612
1277	0.897840701	434362.4445
1278	0.8978902017	434257.1978
1279	0.8979171884	434199.8089
1280	0.897976306	434074.0651
1281	0.8979938768	434036.6846
1282	0.8980092673	434003.9401
1283	0.898047997	433921.5285
1284	0.8981159754	433776.8418
1285	0.8982089351	433578.9062
1286	0.8982463288	433499.2595
1287	0.8982805283	433426.4037
1288	0.8983440234	433291.1063
1289	0.8983672614	433241.5794
1290	0.8984238588	433120.9306
1291	0.8984617388	433040.1629
1292	0.8984854006	432989.7035
1293	0.8985455749	432861.354
1294	0.8985602811	432829.9803
1295	0.8986042051	432736.2613
1296	0.8986214683	432699.4219
1297	0.8986373388	432665.5516
1298	0.8986593675	432618.5345
1299	0.8987072541	432516.3095
1300	0.8988061174	432305.1866
1301	0.8988723535	432163.6816
1302	0.8989507606	431996.1147
1303	0.8989605595	431975.1685
1304	0.8990435728	431797.6781
1305	0.8991049329	431666.4376
1306	0.8991414861	431588.2365
1307	0.8992197387	431420.7768
1308	0.8992700737	431313.0261
1309	0.8993242958	431196.9243
1310	0.8993555968	431129.8876
1311	0.8993793671	431078.9723
1312	0.8994714531	430881.6697
1313	0.8995177886	430782.3575
1314	0.8995694041	430671.7015
1315	0.8996079172	430589.1167
1316	0.8996644057	430467.9579
1317	0.8997397189	430306.370211318	0.8998033695	430169.757611319	0.8998197844	430134.519611320	0.8998608342	430046.384611321	0.8999031521	429955.508311322	0.8999371738	429882.433131323	0.9000144868	429716.328131324	0.9000507844	429638.321131325	0.9000910934	429551.677131326	0.900132168	429463.369811327	0.9001606186	429402.192111328	0.9001985386	429320.638611329	0.9002357284	429240.640131330	0.9002591007	429190.357131331	0.9003332689	429030.752131332	0.9003981552	428891.013331333	0.9004805267	428713.613341334	0.9005370414	428591.913351335	0.9006005992	428454.913361336	0.9006192369	428414.813371337	0.9006524733	428343.113381338	0.9006695161	428306.413391339	0.9007218432	428193.513401340	0.900793452	428039.141341341	0.9008370897	427944.991341342	0.9008843425	427843.013431343	0.9009000511	427809.113441344	0.9009147708	427777.3131345	0.9009612508	427676.994131346	0.9009849891	427625.737131347	0.9010014261	427590.24211348	0.9010893365	427400.350411349	0.9011254751	427322.264611350	0.9012055181	427149.262111351	0.9012608904	427029.541
1352	0.9012898391	426966.9373
1353	0.901300856	426943.1102
1354	0.9013751845	426782.3184
1355	0.9014298249	426664.0784
1356	0.9014727708	426571.1219
1357	0.9015001794	426511.785511358	0.9015309173	426445.231411359	0.9015700724	426360.437611360	0.901611233	426271.2823
1361	0.9016456883	426196.6367
1362	0.9017144408	426047.648131363	0.9017586987	425951.713131364	0.9018480334	425758.002131365	0.9019309389	425578.152131366	0.9019999258	425428.439131367	0.9020687493	425279.028131368	0.9021370734	425130.641131369	0.9021812209	425034.741371370	0.9022563602	424871.471371371	0.9023136	424747.0478
1372	0.9023576442	424651.2833
1373	0.9023835957	424594.8474
1374	0.9024268541	424500.75811375	0.9025274374	424281.903211376	0.9025927707	424139.686911377	0.902607565	424107.4763
1378	0.9026532974	424007.890911379	0.9027081332	423888.451411380	0.9027469748	423803.82911381	0.9027956113	423697.843131382	0.9028437822	423592.845131383	0.9029241843	423417.531381384	0.9029722873	423312.611381385	0.9029992112	423253.881381386	0.9030541531	423133.991381387	0.9030829229	423071.201381388	0.9031739035	422872.581381389	0.9032378222	422732.981391390	0.9032793678	422642.221391391	0.9033542695	422478.531391392	0.9033823786	422417.091391393	0.9034423184	422286.013941394	0.9034858536	422190.81391395	0.9035390672	422074.431391396	0.9036107397	421917.511391397	0.9036703044	421787.211391398	0.9037113037	421697.413991399	0.9037523868	421607.414001400	0.9038292338	421439.1401	1401	0.9038565903	421379.1402	1402	0.903939286	421197.914031403	0.903948225	421178.321401404	0.9039497819	421174.911401405	0.9039794375	421109.1406	1406	0.9040203589	421020.1407	1407	0.9040991952	4208471408	01408	0.9041549777	4207241409	01409	0.9042091374	4206051410	01410	0.9042710173	4204701411	01411	0.9043011437	4204031412	01412	0.9043152881	4203721413	01413	0.9043495736	4202971414	01414	0.9043734806	4202441415	01415	0.9044306343	4201191416	01416	0.9044764192	4200181417	01417	0.9045033989	41991418	0.91418	0.904553347	419841419	0.1419	0.9046413285	419651420	0.1420	0.9046985773	419521421	0.1421	0.9047287565	41941422	0.91422	0.9047649808	41931423	0.91423	0.9047884609	4191424	0.901424	0.9048186178	4191425	0.901425	0.9048577764	4191426	0.901426	0.9048914705	4191427	0.901427	0.9049499168	4181428	0.901428	0.9049803297	4181429	0.901429	0.9049886968	41430	0.90401430	0.9050319127	41431	0.901431	0.9050587283	411432	0.9041432	0.9051033319	41433	0.90411433	0.9051161781	41434	0.90421434	0.9051764605	41435	0.90421435	0.905270572	411436	0.9041436	0.9053567071	411437	0.9041437	0.9054135831	411438	0.9041438	0.9054665422	411439	0.9041439	0.9054981188	411440	0.9041440	0.9055325894	41441	0.90441441	0.9055596512	41442	0.90441442	0.9056021136	41443	0.9041443	0.9056698897	411444	0.901444	0.9056945733	411445	0.9041445	0.9057250672	411446	0.9041446	0.9057778131	411447	0.9041447	0.9057976101	411448	0.9041448	0.9058601322	411449	0.9041449	0.9059239632	411450	0.9041450	0.9059574511	41451	0.90491451	0.9059904752	41452	0.9041452	0.9060220126	1453	0.905021453	0.9060591309	1454	0.905081454	0.9060868331	1455	0.905121455	0.9061966207	1456	0.905151456	0.9062349711457	0.90518061457	0.9062673281458	0.90520411458	0.9063030341459	0.9052641459	0.9063075611460	0.90529651460	0.9063455241461	0.90535981461	0.9063911241462	0.90542681462	0.9064303471463	0.90550021463	0.9064680591464	0.9055501464	0.90651991921465	0.9055871465	0.90653284931466	0.9056581466	0.90659885161467	0.9057031467	0.9066424291468	0.90572751468	0.9066975471469	0.90575031469	0.9067288171470	0.90580321470	0.9067572031471	0.9058451471	0.9067977901472	0.9058691472	0.90679962651473	0.9058811473	0.9068447931474	0.90591471474	0.906890721475	0.905965521475	0.906934761476	0.905971951476	0.906993271477	0.905981501477	0.907049861478	0.90602611478	0.9070684471479	0.90603611479	0.907131631480	0.906077741480	0.907182891481	0.906086981481	0.907192371482	0.906159751482	0.907212821483	0.90620641483	0.907323781484	0.90624471484	0.9073584351485	0.90629381485	0.9073921161486	0.90632001486	0.9074236181487	0.9063571487	0.907448267	1488	0.906441488	0.9074863161489	0.90648091489	0.9075154351490	0.9065051490	0.90754097551491	0.9065321491	0.90759042791492	0.9065681492	0.90761008861493	0.9066271493	0.907649597	1494	0.906691494	0.9076897757	1495	0.90671495	0.9077344524	1496	0.906771496	0.907805862	1497	0.906781497	0.9078370069	1498	0.906861498	0.9078383794	1499	0.906891499	0.9078913742	412442.5545
6
99	0.9078788588	412300.5588
885	412495.7113
