iter	R2	RMSE
943	0.9843847551	168248.2815
944	0.9843926551	168205.7162
945	0.9844041544	168143.7386
946	0.9844091968	168116.5548
947	0.9844205252	168055.466
948	0.9844261487	168025.1329
949	0.9844419161	167940.0547
950	0.9844461804	167917.0382
951	0.98445753	167855.7628
952	0.9844753147	167759.6992
953	0.9844891387	167684.9915
954	0.9844997421	167627.6659
955	0.9845100992	167571.6533
956	0.9845160102	167539.6775
957	0.9845300476	167463.7163
958	0.9845408703	167405.1276
959	0.9845490687	167360.7324
960	0.9845554746	167326.0352
961	0.9845653111	167272.7422
962	0.9845769093	167209.8827
963	0.9845816411	167184.2307
964	0.9845916331	167130.0499
965	0.9846003515	167082.7601
966	0.9846093453	167033.9625
967	0.9846177254	166988.4821
968	0.9846334594	166903.0568
969	0.9846389358	166873.3132
970	0.9846491614	166817.7617
971	0.9846571179	166774.5244
972	0.984666813	166721.8239
973	0.9846822172	166638.056
974	0.9846844425	166625.9511
975	0.9846925845	166581.6548
976	0.9846967642	166558.9108
977	0.9847143927	166462.9496
978	0.9847354895	166348.0361
979	0.9847473328	166283.4912
980	0.9847559916	166236.2855
981	0.9847644278	166190.2805
982	0.9847769086	166122.1964
983	0.9847907077	166046.8878
984	0.9847961557	166017.146
985	0.9848047942	165969.9755
986	0.9848126616	165927.0041
987	0.9848169184	165903.7488
988	0.9848232522	165869.1409
989	0.9848348476	165805.7646
990	0.9848465621	165741.7129
991	0.9848608915	165663.3302
992	0.9848634317	165649.4311
993	0.9848735678	165593.959
994	0.9848836421	165538.8063
995	0.9848942081	165480.9425
996	0.9849096426	165396.3795
997	0.9849121703	165382.5269
998	0.9849176925	165352.2586
999	0.9849278775	165296.4187
1000	0.9849392859	165233.8484
1001	0.9849479584	165186.2678
1002	0.9849639871	165098.2925
1003	0.9849691309	165070.05
1004	0.9849712973	165058.1539
1005	0.9849776731	165023.1379
1006	0.9849870658	164971.5394
1007	0.9849981395	164910.6859
1008	0.9850119416	164834.8074
1009	0.9850203478	164788.5759
1010	0.9850314697	164727.3896
1011	0.9850461154	164646.7825
1012	0.9850642679	164546.8203
1013	0.9850783903	164469.0087
1014	0.985085844	164427.9255
1015	0.9850961021	164371.3679
1016	0.9850980141	164360.8242
1017	0.9851100432	164294.4735
1018	0.9851181484	164249.7517
1019	0.9851251389	164211.1704
1020	0.9851346934	164158.4235
1021	0.9851464717	164093.3759
1022	0.9851508451	164069.2167
1023	0.9851636189	163998.6326
1024	0.9851833239	163889.6887
1025	0.9851898691	163853.4856
1026	0.9852012148	163790.7117
1027	0.985210575	163738.9047
1028	0.9852149399	163714.7405
1029	0.9852210899	163680.6871
1030	0.9852328468	163615.5687
1031	0.9852379019	163587.5621
1032	0.985248568	163528.4525
1033	0.9852562645	163485.7867
1034	0.9852769104	163371.2811
1035	0.9852829912	163337.5402
1036	0.9852917189	163289.1008
1037	0.985296189	163264.2858
1038	0.9853033459	163224.5475
1039	0.9853091982	163192.0456
1040	0.9853175909	163145.4239
1041	0.9853218453	163121.7855
1042	0.9853292349	163080.7193
1043	0.9853323332	163063.4981
1044	0.9853364171	163040.7955
1045	0.9853445268	162995.7042
1046	0.9853566332	162928.3676
1047	0.9853574878	162923.6132
1048	0.9853615019	162901.28
1049	0.9853656065	162878.4401
1050	0.9853754596	162823.5991
1051	0.9853813002	162791.0825
1052	0.9853893133	162746.4597
1053	0.9854024134	162673.4833
1054	0.9854116278	162622.1331
1055	0.9854257896	162543.1809
1056	0.9854342687	162495.891
1057	0.9854406104	162460.5131
1058	0.9854496447	162410.1007
1059	0.9854666863	162314.9642
1060	0.9854767262	162258.8892
1061	0.9854960906	162150.6806
1062	0.9854982712	162138.4906
1063	0.9855043485	162104.5129
1064	0.9855096942	162074.6198
1065	0.9855159727	162039.5035
1066	0.9855176908	162029.8927
1067	0.9855228008	162001.3045
1068	0.985532061	161949.4849
1069	0.9855420773	161893.4156
1070	0.9855492168	161853.4381
1071	0.9855561054	161814.8564
1072	0.9855636084	161772.8229
1073	0.9855766274	161699.8614
1074	0.9855803362	161679.0707
1075	0.9855855792	161649.6744
1076	0.9855965524	161588.1338
1077	0.9856032815	161550.3834
1078	0.985616999	161473.401
1079	0.9856261312	161422.1304
1080	0.9856342155	161376.7297
1081	0.9856464967	161307.7352
1082	0.9856504808	161285.3466
1083	0.9856593372	161235.5668
1084	0.9856704214	161173.2435
1085	0.98567426	161151.6548
1086	0.9856838143	161097.9071
1087	0.9856974171	161021.3536
1088	0.9857150689	160921.9593
1089	0.9857215853	160885.251
1090	0.9857327002	160822.6191
1091	0.9857400246	160781.3326
1092	0.9857514839	160716.7181
1093	0.9857554269	160694.479
1094	0.9857627079	160653.4049
1095	0.985767856	160624.3566
1096	0.9857735614	160592.1576
1097	0.9857861118	160521.306
1098	0.9857973065	160458.0812
1099	0.9858051542	160413.7443
1100	0.9858111404	160379.9162
1101	0.9858167199	160348.3797
1102	0.9858202227	160328.5783
1103	0.9858309173	160268.1058
1104	0.9858321645	160261.0522
1105	0.9858346125	160247.2058
1106	0.9858388701	160223.1222
1107	0.985846654	160179.0813
1108	0.9858531031	160142.5838
1109	0.9858618432	160093.1069
1110	0.9858646872	160077.0042
1111	0.9858708505	160042.102
1112	0.9858837455	159969.0539
1113	0.9858915492	159924.8311
1114	0.9859030811	159859.4585
1115	0.9859230819	159746.0134
1116	0.985927876	159718.8092
1117	0.9859347614	159679.7293
1118	0.9859386941	159657.4042
1119	0.9859438969	159627.8645
1120	0.9859491263	159598.168
1121	0.9859645152	159510.7457
1122	0.9859721989	159467.0781
1123	0.9859746513	159453.1377
1124	0.985980617	159419.2225
1125	0.9859886312	159373.6501
1126	0.9859946787	159339.252
1127	0.9860056452	159276.8566
1128	0.9860126871	159236.7779
1129	0.986017804	159207.6489
1130	0.9860205706	159191.8972
1131	0.9860267533	159156.6904
1132	0.9860286972	159145.6195
1133	0.9860380706	159092.225
1134	0.9860490974	159029.3888
1135	0.9860563687	158987.9396
1136	0.986065606	158935.2683
1137	0.9860739578	158887.6308
1138	0.9860845188	158827.3721
1139	0.9860896949	158797.8304
1140	0.9860988447	158745.5951
1141	0.9861101694	158680.9205
1142	0.9861144017	158656.7429
1143	0.9861182487	158634.7637
1144	0.9861257304	158592.0092
1145	0.9861361303	158532.5592
1146	0.9861397633	158511.7864
1147	0.9861439903	158487.6135
1148	0.986159193	158400.6442
1149	0.9861612847	158388.6743
1150	0.9861715273	158330.0484
1151	0.9861749943	158310.1992
1152	0.9861813005	158274.0891
1153	0.9861894277	158227.5391
1154	0.9861983318	158176.524
1155	0.9862037925	158145.2295
1156	0.9862076016	158123.3962
1157	0.9862150405	158080.7483
1158	0.986223262	158033.601
1159	0.9862261232	158017.1897
1160	0.9862344669	157969.3221
1161	0.9862368634	157955.5705
1162	0.9862486636	157887.8425
1163	0.9862557466	157847.1749
1164	0.9862718542	157754.653
1165	0.9862764685	157728.1388
1166	0.9862872564	157666.1323
1167	0.9863015199	157584.1116
1168	0.9863198939	157478.391
1169	0.9863242267	157453.4509
1170	0.986332398	157406.4041
1171	0.9863385892	157370.7493
1172	0.9863409692	157357.0403
1173	0.9863527873	157288.9512
1174	0.9863690491	157195.2121
1175	0.9863740375	157166.4455
1176	0.9863841017	157108.3929
1177	0.9863866462	157093.7119
1178	0.9864020326	157004.9099
1179	0.9864154088	156927.6689
1180	0.9864205103	156898.2003
1181	0.9864259339	156866.8645
1182	0.9864343628	156818.1536
1183	0.9864390227	156791.217
1184	0.9864489821	156733.6316
1185	0.986452466	156713.4824
1186	0.9864555999	156695.3556
1187	0.9864635683	156649.2555
1188	0.9864720165	156600.3649
1189	0.9864820927	156542.0326
1190	0.9864913078	156488.6662
1191	0.9865048356	156410.2918
1192	0.9865135382	156359.8514
1193	0.9865218088	156311.9005
1194	0.9865273767	156279.6101
1195	0.9865387442	156213.6659
1196	0.986551071	156142.1257
1197	0.986559365	156093.9711
1198	0.986567048	156049.3516
1199	0.9865751135	156002.4963
1200	0.9865819881	155962.5486
1201	0.9865878364	155928.5559
1202	0.9866006935	155853.8008
1203	0.9866069494	155817.4139
1204	0.986610425	155797.1942
1205	0.9866188088	155748.4112
1206	0.9866298821	155683.9544
1207	0.9866406994	155620.9627
1208	0.9866446975	155597.6742
1209	0.9866499886	155566.8489
1210	0.9866562836	155530.167
1211	0.9866651001	155478.7771
1212	0.9866754198	155418.604
1213	0.9866844402	155365.988
1214	0.9866937116	155311.8891
1215	0.9867044935	155248.953
1216	0.9867140981	155192.8671
1217	0.9867250481	155128.9007
1218	0.9867325211	155085.2302
1219	0.9867431111	155023.3243
1220	0.9867473307	154998.6506
1221	0.9867555902	154950.3427
1222	0.9867658453	154890.3427
1223	0.9867734172	154846.0261
1224	0.9867776064	154821.5023
1225	0.9867904464	154746.3118
1226	0.9867950537	154719.323
1227	0.9868016076	154680.9231
1228	0.9868129042	154614.7123
1229	0.9868206738	154569.1577
1230	0.9868268654	154532.8455
1231	0.9868325114	154499.7255
1232	0.9868412068	154448.7036
1233	0.9868434258	154435.6802
1234	0.9868519299	154385.7606
1235	0.9868540905	154373.0751
1236	0.9868566649	154357.9585
1237	0.9868676189	154293.6225
1238	0.9868730946	154261.4519
1239	0.9868826074	154205.5463
1240	0.9868913016	154154.4345
1241	0.9868948774	154133.4077
1242	0.9869032344	154084.2556
1243	0.986908237	154054.8248
1244	0.9869168512	154004.1334
1245	0.98692335	153965.8795
1246	0.9869312943	153919.1039
1247	0.986933346	153907.0212
1248	0.9869384768	153876.8009
1249	0.9869492184	153813.515
1250	0.9869610762	153743.6225
1251	0.9869646007	153722.8424
1252	0.9869684165	153700.3411
1253	0.9869811566	153625.1917
1254	0.9869949439	153543.8237
1255	0.9870116149	153445.3792
1256	0.9870187992	153402.9352
1257	0.9870245528	153368.9358
1258	0.9870320867	153324.4042
1259	0.9870382339	153288.0595
1260	0.9870474945	153233.2907
1261	0.9870591861	153164.1172
1262	0.9870649113	153130.2325
1263	0.9870681477	153111.0745
1264	0.9870716266	153090.4783
1265	0.9870765108	153061.5577
1266	0.9870863788	153003.1101
1267	0.9870945509	152954.69
1268	0.9871055097	152889.7342
1269	0.9871127337	152846.9011
1270	0.9871166232	152823.834
1271	0.9871262589	152766.6735
1272	0.9871309416	152738.8874
1273	0.9871340589	152720.3868
1274	0.9871407775	152680.5067
1275	0.9871521913	152612.7318
1276	0.9871589244	152572.7371
1277	0.9871647478	152538.1374
1278	0.9871757022	152473.0311
1279	0.9871883697	152397.7078
1280	0.9871970852	152345.8625
1281	0.9872045025	152301.7261
1282	0.9872078761	152281.647
1283	0.9872152694	152237.6342
1284	0.9872207346	152205.0916
1285	0.9872289608	152156.0953
1286	0.9872342576	152124.539
1287	0.9872407184	152086.0385
1288	0.987249175	152035.6306
1289	0.9872597722	151972.4391
1290	0.987262895	151953.8126
1291	0.9872678742	151924.1089
1292	0.9872770122	151869.5801
1293	0.9872832175	151832.5405
1294	0.9872850997	151821.3036
1295	0.9872934812	151771.2557
1296	0.9873013216	151724.4246
1297	0.9873111277	151665.8315
1298	0.9873166918	151632.5744
1299	0.9873209763	151606.9612
1300	0.9873284641	151562.1876
1301	0.9873329407	151535.4135
1302	0.9873445233	151466.1166
1303	0.987349143	151438.469
1304	0.9873520711	151420.9422
1305	0.9873585473	151382.1709
1306	0.9873662112	151336.2759
1307	0.9873713468	151305.5136
1308	0.9873752696	151282.0125
1309	0.9873807459	151249.1976
1310	0.9873893149	151197.8364
1311	0.987392545	151178.4711
1312	0.9874024537	151119.0514
1313	0.9874076089	151088.127
1314	0.9874151768	151042.7194
1315	0.9874182645	151024.1891
1316	0.987424963	150983.9809
1317	0.9874320711	150941.3025
1318	0.9874407614	150889.108
1319	0.9874456251	150859.8886
1320	0.9874539849	150809.6524
1321	0.9874639508	150749.7431
1322	0.9874695912	150715.8255
1323	0.987477785	150666.5397
1324	0.9874853396	150621.085
1325	0.987493224	150573.6307
1326	0.9875019693	150520.9775
1327	0.9875029779	150514.9039
1328	0.987511857	150461.4242
1329	0.9875160102	150436.4024
1330	0.9875274636	150367.3777
1331	0.9875360146	150315.8241
1332	0.9875451691	150260.6125
1333	0.9875549129	150201.8237
1334	0.9875616171	150161.3612
1335	0.9875678503	150123.7319
1336	0.9875757337	150076.1264
1337	0.9875802211	150049.0221
1338	0.9875878273	150003.068
1339	0.9875988957	149936.1711
1340	0.9876064219	149890.6666
1341	0.9876138334	149845.8413
1342	0.9876181601	149819.6673
1343	0.9876266374	149768.3709
1344	0.9876347605	149719.2017
1345	0.9876390024	149693.5186
1346	0.987648143	149638.1618
1347	0.9876563305	149588.5589
1348	0.9876622246	149552.8407
1349	0.9876653962	149533.6172
1350	0.9876720493	149493.2837
1351	0.9876817607	149434.3899
1352	0.987689437	149387.8216
1353	0.9876918284	149373.311
1354	0.9876979456	149336.1868
1355	0.9877034264	149302.9172
1356	0.9877097099	149264.7655
1357	0.9877141862	149237.5807
1358	0.9877251439	149171.0138
1359	0.9877350594	149110.752
1360	0.9877383775	149090.5811
1361	0.9877420928	149067.992
1362	0.9877506153	149016.1621
1363	0.9877560666	148983.0004
1364	0.9877593104	148963.2635
1365	0.9877679752	148910.531
1366	0.9877733987	148877.515
1367	0.9877795935	148839.795
1368	0.9877848904	148807.5345
1369	0.9877875411	148791.3878
1370	0.9877969404	148734.1182
1371	0.9878006976	148711.2194
1372	0.9878034985	148694.1471
1373	0.9878120418	148642.0598
1374	0.9878165585	148614.5149
1375	0.987822681	148577.1688
1376	0.987828757	148540.0968
1377	0.987840307	148469.6008
1378	0.98784388	148447.7863
1379	0.9878485686	148419.1555
1380	0.9878573993	148365.2157
1381	0.9878636984	148326.728
1382	0.9878674692	148303.6832
1383	0.9878693017	148292.4831
1384	0.9878751089	148256.9834
1385	0.9878849487	148196.8134
1386	0.9878961329	148128.3923
1387	0.987906698	148063.73
1388	0.9879112818	148035.6668
1389	0.9879192181	147987.0652
1390	0.9879281164	147932.5544
1391	0.9879407539	147855.1023
1392	0.9879482659	147809.0438
1393	0.9879610719	147730.4929
1394	0.9879639879	147712.6006
1395	0.9879668761	147694.8769
1396	0.9879701405	147674.8419
1397	0.9879779724	147626.7631
1398	0.9879877338	147566.8175
1399	0.9879899758	147553.0457
1400	0.9879940134	147528.2407
1401	0.9879969559	147510.1612
1402	0.9879992601	147496.0021
1403	0.9880078459	147443.2304
1404	0.988017611	147383.1872
1405	0.9880289924	147313.1747
1406	0.9880311433	147299.9398
1407	0.9880363725	147267.7586
1408	0.9880393873	147249.2021
1409	0.9880464985	147205.422
1410	0.9880549544	147153.3462
1411	0.9880663164	147083.3444
1412	0.98806906	147066.4358
1413	0.9880791976	147003.9422
1414	0.9880943102	146910.7303
1415	0.9881055256	146841.5177
1416	0.9881098761	146814.6608
1417	0.9881141189	146788.4641
1418	0.9881222729	146738.1057
1419	0.9881348456	146660.4231
1420	0.9881466094	146587.7014
1421	0.9881500436	146566.4648
1422	0.9881546443	146538.0101
1423	0.9881606274	146500.9974
1424	0.9881687419	146450.7837
1425	0.9881759983	146405.8663
1426	0.9881793039	146385.3993
1427	0.9881803283	146379.0567
1428	0.9881836569	146358.4436
1429	0.9881898754	146319.9274
1430	0.9881971498	146274.8575
1431	0.9882021687	146243.7541
1432	0.988207866	146208.4386
1433	0.9882097583	146196.707
1434	0.9882139232	146170.8825
1435	0.9882174965	146148.7229
1436	0.988222931	146115.0149
1437	0.9882320969	146058.1439
1438	0.9882419589	145996.93
1439	0.9882502006	145945.7535
1440	0.9882569905	145903.5784
1441	0.9882672334	145839.9317
1442	0.9882714662	145813.622
1443	0.9882758065	145786.6397
1444	0.9882830403	145741.6578
1445	0.9882916116	145688.3404
1446	0.98829372	145675.2227
1447	0.9883013719	145627.6038
1448	0.988305889	145599.486
1449	0.9883144147	145546.4015
1450	0.9883198694	145512.4273
1451	0.9883234951	145489.8412
1452	0.9883333172	145428.6363
1453	0.9883364127	145409.3415
1454	0.9883416848	145376.4747
1455	0.9883484128	145334.5203
1456	0.9883503121	145322.6745
1457	0.9883540297	145299.4851
1458	0.9883620975	145249.148
1459	0.9883663047	145222.8912
1460	0.9883771705	145155.0565
1461	0.9883795668	145140.0928
1462	0.9883836336	145114.693
1463	0.9883886598	145083.2953
1464	0.9883917241	145064.1498
1465	0.9883973072	145029.2605
1466	0.9884008327	145007.2257
1467	0.988405907	144975.5035
1468	0.9884134842	144928.122
1469	0.988418784	144894.9724
1470	0.9884237337	144864.0063
1471	0.9884317533	144813.8194
1472	0.988442853	144744.3285
1473	0.9884457573	144726.1404
1474	0.9884524686	144684.1018
1475	0.9884568699	144656.5262
1476	0.9884610344	144630.4294
1477	0.9884668596	144593.918
1478	0.9884718543	144562.6049
1479	0.9884794414	144515.0256
1480	0.9884869343	144468.0222
1481	0.988495123	144416.6368
1482	0.9884986271	144394.6423
1483	0.9885008447	144380.7211
1484	0.9885048688	144355.4561
1485	0.9885092858	144327.7189
1486	0.9885188052	144267.9232
1487	0.9885235612	144238.0391
1488	0.9885262504	144221.139
1489	0.9885300521	144197.2439
1490	0.9885350179	144166.0259
1491	0.9885413338	144126.3109
1492	0.9885441691	144108.4787
1493	0.9885484233	144081.7183
1494	0.9885563265	144031.9916
1495	0.9885589968	144015.1862
1496	0.9885630631	143989.591
1497	0.988565268	143975.7108
1498	0.9885764849	143905.0772
1499	0.9885834844	143860.9832
1500	0.9885889091	143826.8002
1501	0.9885938355	143795.7507
1502	0.9885973491	143773.6012
1503	0.9886079471	143706.7717
1504	0.9886121201	143680.4488
1505	0.9886181626	143642.3246
1506	0.9886256243	143595.2326
1507	0.9886298017	143568.8616
1508	0.9886344973	143539.2133
1509	0.9886370886	143522.849
1510	0.9886410237	143497.9953
1511	0.9886474605	143457.331
1512	0.9886503749	143438.9163
1513	0.9886540508	143415.6856
1514	0.9886609541	143372.0491
1515	0.9886737358	143291.2197
1516	0.9886753728	143280.8644
1517	0.9886865669	143210.0323
1518	0.9886927432	143170.9358
1519	0.9886988985	143131.962
1520	0.9887023712	143109.969
1521	0.9887052682	143091.6193
1522	0.9887108936	143055.9808
1523	0.9887159809	143023.7441
1524	0.988723545	142975.7991
1525	0.9887271846	142952.7237
1526	0.9887318541	142923.113
1527	0.9887414244	142862.4062
1528	0.9887504492	142805.1359
1529	0.9887535239	142785.6192
1530	0.9887629681	142725.6546
1531	0.9887713412	142672.4698
1532	0.988775207	142647.9079
1533	0.9887777351	142631.8431
1534	0.9887848167	142586.8335
1535	0.9887915756	142543.8614
1536	0.9887986988	142498.5595
1537	0.9888051528	142457.5009
1538	0.9888108548	142421.2168
1539	0.9888138139	142402.3827
1540	0.9888179069	142376.3282
1541	0.9888242911	142335.6791
1542	0.9888330469	142279.9104
1543	0.9888377644	142249.8539
1544	0.9888436421	142212.3968
1545	0.9888536675	142148.4843
1546	0.9888615	142098.532
1547	0.9888707387	142039.5887
1548	0.9888816344	141970.0424
1549	0.9888852252	141947.1151
1550	0.9888935672	141893.8371
1551	0.9888979861	141865.6069
1552	0.988906294	141812.5164
1553	0.9889115461	141778.943
1554	0.9889191458	141730.3488
1555	0.9889222201	141710.6868
1556	0.9889248733	141693.715
1557	0.9889295917	141663.5289
1558	0.9889393973	141600.7755
1559	0.9889451499	141563.9477
1560	0.9889499818	141533.007
1561	0.9889563295	141492.3489
1562	0.9889593478	141473.0126
1563	0.9889634797	141446.5374
1564	0.9889652911	141434.9287
1565	0.9889718875	141392.6485
1566	0.9889775902	141356.0866
1567	0.9889876492	141291.5716
1568	0.9889955686	141240.758
1569	0.9890002417	141210.7656
1570	0.9890064941	141170.627
1571	0.9890144207	141119.7242
1572	0.9890221532	141070.0495
1573	0.989027891	141033.1782
1574	0.9890345991	140990.0594
1575	0.9890453672	140920.8161
1576	0.9890582188	140838.1296
1577	0.9890609649	140820.4554
1578	0.9890634642	140804.3673
1579	0.9890681285	140774.3384
1580	0.9890751612	140729.0495
1581	0.9890806932	140693.415
1582	0.9890848319	140666.749
1583	0.9890912337	140625.4919
1584	0.9891045682	140539.5182
1585	0.989109328	140508.8164
1586	0.989112376	140489.1526
1587	0.9891176051	140455.4116
1588	0.9891217331	140428.7699
1589	0.9891263195	140399.1637
1590	0.9891291374	140380.9701
1591	0.9891313928	140366.4067
1592	0.9891365323	140333.2148
1593	0.989143331	140289.2955
1594	0.9891488744	140253.4754
1595	0.9891522578	140231.6083
1596	0.9891612209	140173.662
1597	0.9891708456	140111.4116
1598	0.9891773031	140069.6312
1599	0.9891815449	140042.1791
1600	0.9891906523	139983.2202
1601	0.9891987439	139930.8166
1602	0.9892067342	139879.0494
1603	0.9892089996	139864.3693
1604	0.9892157128	139820.8566
1605	0.9892180871	139805.4642
1606	0.9892271425	139746.7428
1607	0.9892307719	139723.2005
1608	0.9892328132	139709.9576
1609	0.9892358099	139690.5144
1610	0.9892408989	139657.4897
1611	0.9892455179	139627.5078
1612	0.9892508117	139593.1386
1613	0.9892533219	139576.8385
1614	0.9892594147	139537.2662
1615	0.9892609999	139526.9689
1616	0.9892668594	139488.8985
1617	0.9892749671	139436.2046
1618	0.9892769896	139423.057
1619	0.9892823192	139388.4044
1620	0.9892873863	139355.4505
1621	0.9892980519	139286.061
1622	0.9893022273	139258.8868
1623	0.9893044442	139244.4568
1624	0.9893120039	139195.2386
1625	0.9893132101	139187.3838
1626	0.9893177732	139157.6651
1627	0.9893190145	139149.5796
1628	0.9893207126	139138.5184
1629	0.9893243691	139114.6963
1630	0.9893278698	139091.8855
1631	0.9893314107	139068.8089
1632	0.9893340403	139051.6688
1633	0.9893394047	139016.6969
1634	0.9893426844	138995.3109
1635	0.9893487032	138956.056
1636	0.9893514123	138938.3838
1637	0.9893593166	138886.8083
1638	0.9893625297	138865.8373
1639	0.989365971	138843.3736
1640	0.9893685897	138826.2768
1641	0.9893750572	138784.0435
1642	0.9893806649	138747.4145
1643	0.98938658	138708.767
1644	0.9893892711	138691.181
1645	0.9893923451	138671.0896
1646	0.9893973377	138638.4524
1647	0.9894027514	138603.0535
1648	0.989409736	138557.3698
1649	0.9894136119	138532.0119
1650	0.9894179226	138503.8047
1651	0.9894248381	138458.5406
1652	0.989427853	138438.8023
1653	0.9894334162	138402.3729
1654	0.9894395733	138362.0443
1655	0.9894447925	138327.8488
1656	0.9894484115	138304.1332
1657	0.989456012	138254.313
1658	0.9894599425	138228.5419
1659	0.9894688155	138170.3465
1660	0.9894761812	138122.0187
1661	0.9894847061	138066.0639
1662	0.9894968407	137986.3769
1663	0.9895034505	137942.9517
1664	0.9895090802	137905.955
1665	0.9895118793	137887.5566
1666	0.9895195773	137836.9441
1667	0.9895238302	137808.9746
1668	0.9895258118	137795.9404
1669	0.9895286806	137777.0688
1670	0.9895322317	137753.7043
1671	0.9895384484	137712.7935
1672	0.9895422715	137687.6279
1673	0.9895515525	137626.5172
1674	0.9895551287	137602.9623
1675	0.9895611168	137563.5125
1676	0.9895643435	137542.2499
1677	0.9895695464	137507.9587
1678	0.9895746499	137474.3136
1679	0.989581111	137431.7077
1680	0.9895878605	137387.1852
1681	0.9895948926	137340.7832
1682	0.9895974388	137323.9784
1683	0.989600401	137304.4249
1684	0.9896072797	137259.008
1685	0.9896155724	137204.2352
1686	0.9896231417	137154.2216
1687	0.9896303018	137106.8945
1688	0.9896333358	137086.8359
1689	0.989636536	137065.6745
1690	0.9896381042	137055.3039
1691	0.9896418586	137030.472
1692	0.9896484656	136986.7626
1693	0.9896542144	136948.7186
1694	0.9896584897	136920.4192
1695	0.9896632493	136888.9072
1696	0.9896680978	136856.7994
1697	0.9896737269	136819.5128
1698	0.9896766461	136800.1722
1699	0.9896808759	136772.144
1700	0.9896877738	136726.4229
1701	0.9896949635	136678.7517
1702	0.989700271	136643.5495
1703	0.989705858	136606.4842
1704	0.9897113838	136569.8149
1705	0.989716195	136537.879
1706	0.9897176839	136527.995
1707	0.989727766	136461.044
1708	0.9897319969	136432.938
1709	0.9897344222	136416.8244
1710	0.9897387252	136388.2308
1711	0.9897453776	136344.0134
1712	0.9897499708	136313.4743
1713	0.9897585249	136256.5827
1714	0.98976034	136244.5079
1715	0.9897743737	136151.1126
1716	0.9897771327	136132.744
1717	0.9897839917	136087.067
1718	0.9897916987	136035.7255
1719	0.9897978535	135994.7096
1720	0.9898041823	135952.5217
1721	0.9898082865	135925.1556
1722	0.9898119723	135900.5752
1723	0.9898166451	135869.406
1724	0.9898251474	135812.6739
1725	0.9898299232	135780.7968
1726	0.9898340995	135752.9147
1727	0.9898391912	135718.9142
1728	0.9898448621	135681.0354
1729	0.9898462104	135672.0281
1730	0.9898514708	135636.8796
1731	0.9898546538	135615.6069
1732	0.9898601903	135578.5981
1733	0.9898680371	135526.1286
1734	0.9898771976	135464.8486
1735	0.9898821391	135431.7806
1736	0.989884446	135416.3402
1737	0.9898887438	135387.5699
1738	0.9898905673	135375.3616
1739	0.9898931032	135358.3814
1740	0.9898995159	135315.4332
1741	0.9899035763	135288.2317
1742	0.9899093266	135249.7004
1743	0.9899136335	135220.8333
1744	0.9899200303	135177.9483
1745	0.9899219628	135164.9896
1746	0.989927737	135126.2625
1747	0.9899326479	135093.3169
1748	0.9899356323	135073.2917
1749	0.9899408645	135038.1764
1750	0.9899456333	135006.1637
1751	0.9899494761	134980.3617
1752	0.9899588876	134917.1476
1753	0.9899610479	134902.6333
1754	0.9899622874	134894.3051
1755	0.9899747226	134810.7222
1756	0.9899761652	134801.0224
1757	0.989984285	134746.414
1758	0.9899871639	134727.047
1759	0.9899919505	134694.8402
1760	0.989997765	134655.7064
1761	0.9900031133	134619.7012
1762	0.9900111661	134565.4698
1763	0.9900193031	134510.6498
1764	0.9900234807	134482.4954
1765	0.9900301666	134437.4257
1766	0.9900331803	134417.1051
1767	0.9900361012	134397.4075
1768	0.9900412359	134362.7733
1769	0.9900491227	134309.5584
1770	0.9900514396	134293.9217
1771	0.9900564513	134260.0919
1772	0.9900590248	134242.7162
1773	0.9900617871	134224.0639
1774	0.9900652053	134200.9795
1775	0.9900679406	134182.5034
1776	0.9900740395	134141.2991
1777	0.9900778246	134115.7204
1778	0.990079173	134106.6072
1779	0.9900844488	134070.9442
1780	0.9900893143	134038.046
1781	0.9900921179	134019.0858
1782	0.9900972454	133984.403
1783	0.9901010517	133958.6508
1784	0.9901037892	133940.1265
1785	0.9901098659	133898.9977
1786	0.9901173321	133848.4469
1787	0.9901246653	133798.7781
1788	0.9901283524	133773.7981
1789	0.9901362817	133720.0612
1790	0.9901407695	133689.6377
1791	0.9901476446	133643.017
1792	0.9901513002	133618.221
1793	0.9901547908	133594.5406
1794	0.9901620033	133545.5969
1795	0.9901665546	133514.7023
1796	0.9901698578	133492.276
1797	0.9901744951	133460.7846
1798	0.990180929	133417.0819
1799	0.9901873388	133373.5278
1800	0.9901901723	133354.2702
1801	0.9901931365	133334.1211
1802	0.9901960689	133314.185
1803	0.9902020646	133273.4141
1804	0.9902086934	133228.3231
1805	0.9902115377	133208.9709
1806	0.9902159464	133178.9691
1807	0.9902187708	133159.7449
1808	0.9902222734	133135.9011
1809	0.9902259292	133111.0094
1810	0.9902274136	133100.9011
1811	0.9902290103	133090.027
1812	0.9902315214	133072.9242
1813	0.9902333109	133060.7353
1814	0.9902387393	133023.7518
1815	0.990240674	133010.5685
1816	0.9902456267	132976.8139
1817	0.990248569	132956.7564
1818	0.9902539184	132920.2832
1819	0.9902662825	132835.944
1820	0.9902718951	132797.6409
1821	0.9902793676	132746.6278
1822	0.9902820731	132728.1528
1823	0.9902913383	132664.8654
1824	0.9902949474	132640.2043
1825	0.9902984052	132616.5735
1826	0.9903064753	132561.4046
1827	0.9903109512	132530.7966
1828	0.9903148422	132504.1825
1829	0.9903187327	132477.5667
1830	0.9903237696	132443.1001
